,nums,labels
195,eight hundred and ninety one; seven hundred and ninety nine,0
196,forty three; three hundred and seven,1
197,seven hundred and sixty one; four hundred and sixty seven,0
198,seven hundred and twenty nine; two hundred and ninety two,0
199,five hundred and ninety five; seven hundred and eighty six,1
200,seven hundred and four; eight hundred and ninety two,1
201,six hundred and fifty seven; eight hundred and forty eight,1
202,two hundred and seventy one; nine hundred and eighty six,1
203,six hundred and sixteen; six hundred and eight,0
204,seven hundred and sixty seven; three hundred and sixty two,0
205,four hundred and thirty two; five hundred and one,1
206,four hundred and forty seven; six hundred and nineteen,1
207,seven hundred and forty five; two hundred and twenty three,0
208,three hundred and fifty two; nine hundred and nine,1
209,five hundred and thirty two; ninety five,0
210,ninety one; nine hundred and eighty five,1
211,nine hundred and sixty eight; eight hundred and sixty six,0
212,eight; four hundred and eight,1
213,eight hundred and twenty seven; two hundred and seventy eight,0
214,eight hundred and twenty six; five hundred and twenty one,0
215,nine hundred and fifty two; two hundred,0
216,three hundred and eighty; four hundred and seventy six,1
217,seven hundred and four; six hundred and twenty four,0
218,three hundred and forty three; nine hundred and twenty one,1
219,nine hundred and thirty eight; one hundred and forty,0
220,seven hundred and thirteen; six hundred and eighty six,0
221,seven hundred and eighty nine; forty two,0
222,two hundred and fourteen; six hundred and seventy one,1
223,eighty three; seventy seven,0
224,three hundred and thirty four; forty nine,0
225,six hundred and fifty one; nine hundred and fifty three,1
226,six hundred and twenty six; nine hundred and forty eight,1
227,seven hundred and twenty four; four hundred and forty seven,0
228,seven hundred and sixty seven; five hundred and thirty nine,0
229,five hundred and ninety five; eight hundred and eighty seven,1
230,seven hundred and seventy six; eight hundred and eighty two,1
231,four hundred and eighty; four hundred and eighty seven,1
232,five hundred; one hundred and forty one,0
233,six hundred and thirty; one hundred and sixty nine,0
234,two hundred and seventeen; nine hundred and fifty seven,1
235,three hundred and fifteen; two hundred and fifty,0
236,two hundred and fifty seven; one hundred and sixty one,0
237,seven hundred and seventy; one hundred and eighty eight,0
238,four hundred and nine; five hundred and forty one,1
239,four hundred and eighteen; three hundred and thirty eight,0
240,nine hundred and fifty two; eight hundred and five,0
241,four hundred and seventy seven; sixty five,0
242,six hundred and seventy one; sixty,0
243,four hundred and ninety five; two hundred and seventy five,0
244,two hundred and fifty seven; two hundred and seventy one,1
245,nine hundred and fifty four; one hundred and ninety,0
246,one hundred and twelve; three hundred,1
247,four hundred and two; one hundred and fifty three,0
248,nine hundred and seventy six; two hundred and ninety,0
249,three hundred and eighty five; two hundred and seventy three,0
250,five hundred and eight; five hundred and fifty,1
251,five hundred and fifty four; six hundred and thirteen,1
252,six hundred and eighty three; three hundred and fourteen,0
253,eighty seven; six hundred and thirty three,1
254,nine hundred and thirty five; four hundred and fifty eight,0
255,five hundred and sixty one; six hundred and sixty eight,1
256,four hundred and twenty five; four hundred and sixty nine,1
257,nine hundred and eighty three; nine hundred and forty three,0
258,eight hundred and forty one; nine hundred and sixty two,1
259,thirteen; three hundred and twenty two,1
260,two hundred and ninety eight; five hundred and six,1
261,seven hundred and ninety seven; eight hundred and twenty three,1
262,eight hundred and sixty six; two hundred and ninety two,0
263,nine hundred and fifty nine; one hundred and fifty nine,0
264,one hundred and fifty nine; six hundred and one,1
265,ninety; five hundred and ninety six,1
266,five; four hundred and fifty three,1
267,five hundred and twenty three; seven hundred and fifty one,1
268,three hundred and six; two hundred and seventy six,0
269,four hundred and fifty three; ninety two,0
270,five hundred and ninety eight; one hundred and twenty one,0
271,one hundred and two; six hundred and nine,1
272,six hundred and eight; six hundred and thirty two,1
273,six hundred and forty; five hundred and forty one,0
274,eight hundred and thirty one; five hundred and eighty three,0
275,nine hundred and eighty two; eighty one,0
276,seven hundred and fifty three; three hundred and seventy five,0
277,two hundred and sixty five; one hundred and eighteen,0
278,six hundred and four; nine hundred and sixty four,1
279,five hundred and sixteen; one hundred and sixty four,0
280,seven hundred and eighty eight; nine hundred and thirty six,1
281,four hundred and ninety eight; four hundred and seventy one,0
282,nine hundred and ninety five; nine hundred and sixty seven,0
283,three hundred and eighty nine; nine hundred and fifty nine,1
284,five hundred and forty six; eight hundred and seventy two,1
285,five hundred and seventy nine; four hundred and sixty eight,0
286,four hundred and ten; one hundred and ninety one,0
287,three hundred and ninety seven; four hundred and seventy seven,1
288,nine hundred and fifteen; one hundred and eleven,0
289,six; two hundred and five,1
290,seven hundred and thirteen; seven hundred and forty one,1
291,thirty eight; five hundred and thirty three,1
292,four hundred and eight; six hundred and seventy nine,1
293,five hundred and seventy three; nine hundred and eighty two,1
294,seven hundred and thirty four; three hundred and fifty,0
295,eight hundred and sixty; seven hundred and thirty one,0
296,nine hundred and sixty six; eight hundred and seventy five,0
297,nine hundred and thirty seven; eight hundred and ninety two,0
298,thirty six; six hundred and eighteen,1
299,three hundred and seventy seven; one thousand,1
300,one hundred and forty nine; six hundred and thirty three,1
301,one hundred and fifty eight; nine hundred and fifty six,1
302,five hundred and twenty five; six hundred and ninety six,1
303,two hundred and ninety seven; nine hundred and twenty four,1
304,six hundred and sixty two; forty seven,0
305,five hundred and nineteen; three hundred and twenty nine,0
306,eight hundred and thirty two; thirty six,0
307,nine hundred and twenty two; nine hundred and eighty four,1
308,seven hundred and sixty one; three hundred and sixty seven,0
309,five hundred and ninety six; eight hundred and seventeen,1
310,seven hundred and sixty five; seven hundred and forty eight,0
311,five hundred and thirty two; nine hundred and seventy six,1
312,seven hundred and ten; three hundred and seventy seven,0
313,seven hundred and eighty six; one hundred and sixty seven,0
314,five hundred and ninety one; three hundred and fifteen,0
315,four hundred and twenty; four hundred and fifty two,1
316,four hundred and thirty six; seven hundred and thirty eight,1
317,two hundred and ninety nine; eight hundred and twenty two,1
318,three hundred and nineteen; eight hundred and twenty three,1
319,eight hundred and seventy three; thirty five,0
320,two hundred and seventy nine; seven hundred and sixty five,1
321,two hundred and fifty three; seven hundred and twelve,1
322,sixty seven; four hundred and twelve,1
323,seven hundred and sixty six; six hundred and ninety three,0
324,one hundred and sixty six; nine hundred and seventy five,1
325,six hundred and thirty seven; ninety one,0
326,one hundred and ninety five; one hundred and fifty eight,0
327,six hundred and eighty six; eight hundred and eighty three,1
328,eight hundred and sixty three; three hundred and four,0
329,one hundred and twenty seven; three hundred and fifteen,1
330,two hundred and twenty one; one hundred and ninety,0
331,thirty nine; fifty nine,1
332,two hundred and forty nine; one hundred and fifty seven,0
333,nine hundred and thirty two; six hundred and twelve,0
334,five hundred and eleven; four hundred and sixty one,0
335,four hundred and forty eight; five hundred and ninety four,1
336,nine hundred and sixteen; seven hundred and forty five,0
337,nine hundred and ninety two; five hundred and thirty eight,0
338,eight hundred and thirty seven; eight hundred and thirty one,0
339,seven hundred and thirty four; two hundred and eighty six,0
340,five hundred and thirty seven; one hundred and one,0
341,nine hundred and fifty seven; one hundred and forty seven,0
342,seven hundred and forty five; one hundred and ten,0
343,six hundred; two hundred and three,0
344,four hundred and seventy three; five hundred and eighty four,1
345,two hundred and seventy four; five hundred and eighteen,1
346,one hundred and sixty two; six hundred and two,1
347,nine hundred and sixty eight; eight hundred and forty seven,0
348,three hundred and twenty nine; five hundred and thirteen,1
349,five hundred and forty seven; four hundred and eighty five,0
350,one hundred and eighty six; seventy eight,0
351,six hundred and forty eight; five hundred and eight,0
352,one hundred and sixty three; four hundred and eighty three,1
353,one hundred and thirty eight; nine hundred and nineteen,1
354,six hundred and ninety one; one hundred and eighty seven,0
355,seven hundred and twelve; one hundred and seventy,0
356,eight hundred and fifty six; one hundred and eighty four,0
357,two hundred and five; six hundred and thirty eight,1
358,one hundred and thirty nine; three hundred and ninety six,1
359,nine hundred and eighty eight; seven hundred and sixty,0
360,nine hundred and twenty eight; four hundred and twenty,0
361,six hundred and seventeen; eight hundred and nine,1
362,seven hundred and thirty three; three hundred and eighty three,0
363,five hundred and ninety nine; one hundred and sixty,0
364,eighty; one hundred and thirty three,1
365,one hundred and eighty seven; eight hundred and twenty one,1
366,six hundred and fifty six; eight hundred and thirty four,1
367,sixty eight; seven hundred and ten,1
368,six hundred and forty four; one hundred and nine,0
369,eight hundred and sixty nine; six hundred and fifty eight,0
370,three hundred and forty five; two hundred and sixty two,0
371,sixty three; seven hundred and one,1
372,nine hundred and forty two; one hundred and ninety two,0
373,seven hundred and thirty two; two hundred and forty,0
374,eight hundred and eighty nine; four hundred and one,0
375,eight hundred and forty four; six hundred and sixty seven,0
376,three hundred and fifty two; eighty one,0
377,eight hundred and seventeen; fifty nine,0
378,two hundred and fourteen; three hundred and fifty one,1
379,five hundred and seventy six; six hundred and seventy six,1
380,two hundred and ninety nine; two hundred and ninety six,0
381,two hundred and forty three; twenty one,0
382,five hundred and thirty three; three hundred and fifty,0
383,five hundred and thirty three; one hundred and twenty two,0
384,four hundred and nineteen; five hundred and forty two,1
385,three hundred and eighty six; five hundred and twenty nine,1
386,five hundred and forty three; eight hundred and seventy one,1
387,one hundred and seventy six; two hundred and twenty four,1
388,nine hundred and twenty nine; six hundred and seventy one,0
389,five hundred and eight; one hundred and seven,0
390,five hundred and ninety six; fifteen,0
391,seven hundred and eighty three; six hundred and ninety five,0
392,three hundred and sixty; five hundred and twenty nine,1
393,ninety; eighty seven,0
394,seven hundred and fifteen; nine hundred and twenty eight,1
395,six hundred and one; eight hundred and ninety three,1
396,seven hundred and thirty five; sixty four,0
397,one hundred and fifty seven; four hundred and eighty three,1
398,six hundred and ninety nine; five hundred and eighty six,0
399,eight hundred and eighty two; one hundred and thirty eight,0
400,nine hundred and twelve; three hundred and thirty nine,0
401,four hundred and twelve; five hundred and thirty eight,1
402,two hundred and sixteen; six hundred and eighty eight,1
403,nine hundred and sixty seven; eight hundred and twenty six,0
404,three hundred and eighty; seventy four,0
405,two hundred and forty eight; twenty five,0
406,four hundred and fifty nine; seven hundred and forty eight,1
407,six hundred and fifty one; nine hundred and seventy,1
408,six hundred and ninety two; three hundred and two,0
409,six hundred and twenty one; three hundred and eighty five,0
410,eighty three; three hundred and seventy one,1
411,three hundred and forty one; four hundred and fifty three,1
412,three hundred and twenty one; two hundred and thirty six,0
413,six hundred and thirteen; six hundred and thirty four,1
414,ninety one; three hundred and ninety six,1
415,nine hundred and twenty five; nine hundred and thirty four,1
416,five hundred and sixty; five hundred and forty nine,0
417,eight hundred and ninety five; eighty one,0
418,five hundred and thirty three; three hundred and fifteen,0
419,fifty nine; three hundred and one,1
420,fifty two; five hundred and eighty five,1
421,ninety nine; one hundred and seventy,1
422,one hundred and eighty three; nine hundred and twenty one,1
423,eight hundred and twelve; nine hundred and fifty,1
424,seven hundred and ninety three; two hundred and sixty six,0
425,eight hundred and fifteen; nine hundred and eighty one,1
426,four hundred and ten; four hundred and thirty seven,1
427,one hundred and thirty one; one hundred and twenty seven,0
428,three hundred and sixty two; three hundred and fourteen,0
429,eight hundred and fifty eight; three hundred and twenty five,0
430,eight hundred and fourteen; nine hundred and sixty,1
431,one hundred and thirty eight; twenty eight,0
432,twenty six; nine hundred and twenty seven,1
433,two hundred and ninety eight; one hundred and ninety nine,0
434,six hundred and nine; two hundred and forty two,0
435,five hundred and forty eight; seven hundred and seventy,1
436,eight hundred and nine; five hundred and eighteen,0
437,eight hundred and thirty six; six hundred and eight,0
438,six hundred and sixty six; thirty eight,0
439,five hundred and sixteen; two hundred and forty nine,0
440,nine hundred and twenty one; three hundred and eighty nine,0
441,three hundred and eighty one; seven hundred and fifty one,1
442,seven hundred and thirty two; one hundred and twenty two,0
443,two hundred and eight; three hundred and fourteen,1
444,one hundred and seventeen; seven hundred and ninety four,1
445,two hundred and thirty six; four hundred and two,1
446,five hundred and six; three hundred and fifty one,0
447,three hundred and thirty eight; seven hundred and fifty one,1
448,three hundred and ninety one; nine hundred and ninety seven,1
449,eight hundred and eighteen; four hundred and ninety seven,0
450,nine hundred and forty five; four hundred and seventy two,0
451,five hundred and sixteen; seven hundred and two,1
452,nine hundred and twenty five; eighty seven,0
453,three hundred and one; four hundred and thirty one,1
454,four hundred and eight; eight hundred and thirty five,1
455,two hundred and forty four; three hundred and eighty eight,1
456,two hundred and sixty six; six hundred and fifty eight,1
457,five hundred and ninety three; four hundred and thirty one,0
458,eight hundred and ninety seven; seven hundred and fifty three,0
459,four hundred and seventy nine; three hundred and forty eight,0
460,three hundred and seventy one; two hundred and eighty five,0
461,four hundred and sixty two; three hundred and thirty six,0
462,five hundred and seventy one; three hundred and thirty two,0
463,seven hundred and three; one hundred and thirteen,0
464,one hundred and ninety five; eight hundred and ninety four,1
465,five hundred; two hundred and seventy nine,0
466,six hundred and ten; seven hundred and forty seven,1
467,nine hundred and thirty seven; two hundred and four,0
468,nine hundred and twenty six; six hundred and sixteen,0
469,eight hundred and eighty six; six hundred and fifty,0
470,two hundred and two; seven hundred and sixteen,1
471,seventy one; four hundred and fifty eight,1
472,eight hundred and seventy four; one hundred and twenty seven,0
473,nine hundred and fifty three; three hundred and eighty eight,0
474,four; seven hundred and thirty two,1
475,six hundred and twenty; five hundred and twenty seven,0
476,five hundred and forty three; three hundred and fifty six,0
477,five hundred and eleven; forty five,0
478,four hundred and seventy four; eight hundred and fifty five,1
479,eight hundred and twenty eight; nine hundred and six,1
480,six hundred and twenty eight; two hundred and ninety two,0
481,seven hundred and seventy; five hundred and twenty five,0
482,seven hundred and ninety four; seven hundred and fifty six,0
483,eight hundred and thirty eight; two hundred and fifty nine,0
484,one hundred and sixty; two hundred and forty seven,1
485,nine hundred and ninety two; two hundred and eighteen,0
486,one hundred and five; seven hundred and forty five,1
487,six hundred and eighty two; eight hundred and ninety two,1
488,ninety five; six hundred and seventy two,1
489,seven hundred and fifteen; four hundred and ninety two,0
490,seven hundred and sixty; six hundred and sixty nine,0
491,five hundred and seventeen; two hundred and fifty one,0
492,eight hundred; six hundred and forty nine,0
493,five hundred and thirty five; four hundred and fifty four,0
494,four hundred and twenty two; eight hundred and sixty,1
495,seven hundred and twenty eight; six hundred and ninety four,0
496,one hundred and thirty four; one hundred and four,0
497,four hundred and thirty six; four hundred and twenty five,0
498,one hundred and twenty four; five hundred and forty two,1
499,nine hundred and twenty five; seven hundred and eighteen,0
500,nine hundred and ninety four; nine hundred and forty two,0
501,five hundred and thirty six; four hundred and seventy three,0
502,three hundred and ninety two; eighty five,0
503,one hundred and one; seven hundred and fifty seven,1
504,five hundred and six; six hundred and ninety five,1
505,eight hundred and forty eight; eight hundred and fifteen,0
506,two hundred and forty seven; one hundred and seventy one,0
507,two hundred and sixty eight; one hundred and nineteen,0
508,seven hundred and thirty eight; three hundred and eighty seven,0
509,two hundred and seventy six; two hundred and fifty five,0
510,seven hundred and five; two hundred and seventy six,0
511,six hundred and thirty five; eight hundred and forty,1
512,one hundred and twenty eight; four hundred and fifty five,1
513,four; eight hundred and ninety five,1
514,seven hundred and fifty seven; one hundred and fifteen,0
515,one hundred and forty; nine hundred and seventy four,1
516,nine hundred and forty two; three hundred and forty eight,0
517,three hundred and fifty nine; nine hundred and sixty four,1
518,nine hundred and one; four hundred and eighty nine,0
519,six hundred and twenty eight; forty,0
520,nine hundred and sixty two; two hundred and thirty nine,0
521,two hundred and thirty five; nine hundred and nine,1
522,four hundred and eighty six; six hundred and sixty four,1
523,six hundred and eighty one; eight hundred and seventy seven,1
524,eight hundred and eighty five; five hundred and forty two,0
525,six hundred and eleven; eight hundred and eight,1
526,nine hundred and ninety one; seven hundred and ninety,0
527,four hundred and forty six; nine hundred and eighty three,1
528,one hundred and fifty four; seven hundred and ninety eight,1
529,seven hundred and seventy one; four hundred and nine,0
530,three hundred and fifty eight; five hundred and sixteen,1
531,nine hundred and ninety four; one hundred and eighty seven,0
532,seven hundred and seventy three; three hundred and fifty,0
533,six hundred and one; seven hundred and ninety,1
534,eight hundred and sixty nine; four hundred and fifty five,0
535,three hundred and sixty five; three hundred and fifty six,0
536,thirteen; six hundred and sixty four,1
537,eight; one hundred and forty three,1
538,one hundred and thirty four; one hundred and twenty one,0
539,one hundred and sixty six; two hundred and seventeen,1
540,seventeen; six hundred and six,1
541,eight hundred and sixty eight; three hundred and forty,0
542,two hundred and seventy six; thirteen,0
543,eight hundred and fourteen; nine hundred and forty five,1
544,six hundred and forty four; six hundred and eighty four,1
545,seven hundred and fifty three; four hundred and twenty seven,0
546,nine hundred and fifty two; two hundred and twenty four,0
547,one hundred and ninety four; three hundred and twenty two,1
548,one hundred and twenty five; eight hundred and thirty four,1
549,three hundred and forty seven; two hundred and five,0
550,two hundred and eighty eight; six hundred and fifty five,1
551,eight hundred and sixty six; seven hundred and twenty five,0
552,three hundred and twenty five; two hundred and sixty four,0
553,nine hundred and fourteen; five hundred and ten,0
554,twenty two; eight hundred and ninety one,1
555,eight hundred and eighty four; eight hundred and eighty three,0
556,three hundred and eighty two; four hundred and seventy eight,1
557,seven hundred and thirty two; one hundred and sixty,0
558,eight hundred and thirty four; two hundred and sixty four,0
559,one hundred and fifty two; one hundred and eighty three,1
560,three hundred and eighty two; three hundred and fifty nine,0
561,three hundred and twenty one; one hundred and thirty five,0
562,five hundred and sixty one; five hundred and eighty three,1
563,seven hundred and twenty six; eight hundred and sixty four,1
564,four hundred and sixty seven; six hundred and sixty eight,1
565,two hundred and seventy three; nine hundred and fifty eight,1
566,three hundred and seventy five; sixty nine,0
567,forty five; nine hundred and thirty six,1
568,seventy seven; seven hundred and ninety one,1
569,nine hundred and sixty seven; eight hundred and thirty eight,0
570,three hundred and ninety; four hundred and twenty eight,1
571,twenty two; two hundred and fifty one,1
572,fifty nine; three hundred and sixty six,1
573,two hundred and seventy eight; three hundred and forty,1
574,six hundred and seven; four hundred and fifty seven,0
575,six hundred and forty one; seven hundred and forty three,1
576,six hundred and ninety eight; seven hundred and seventy three,1
577,four hundred and ninety nine; two hundred and sixty eight,0
578,four hundred and thirty six; four hundred and twenty three,0
579,four hundred and twenty one; one hundred and seventy four,0
580,four hundred and twenty six; eight hundred and fifty nine,1
581,eight hundred and eighty four; five hundred and seventy five,0
582,one hundred and forty; eight hundred and six,1
583,nine hundred and sixty two; eight hundred and sixty,0
584,eight hundred and five; six hundred and forty three,0
585,seven hundred and four; six hundred and sixty one,0
586,three hundred and forty six; seven hundred and fifteen,1
587,eight hundred and forty six; three hundred and two,0
588,six hundred and ninety four; ninety,0
589,four hundred and sixty one; three hundred and twenty one,0
590,two hundred and eighty two; four hundred and sixty six,1
591,nine hundred and seventy eight; ninety seven,0
592,six hundred and eighty; eight hundred and one,1
593,nine hundred and sixty one; nine hundred and thirty two,0
594,two hundred and thirty eight; nine hundred and twenty six,1
595,nine hundred and sixty five; one hundred and eleven,0
596,two hundred and thirteen; three hundred and eighty five,1
597,two hundred and fifty nine; one hundred and three,0
598,two hundred and seventy eight; eight hundred and sixty seven,1
599,nine hundred and ninety one; nine hundred and ten,0
600,three hundred and sixteen; nine hundred and fifty four,1
601,seven hundred and eight; two hundred and twenty two,0
602,three hundred and seven; five hundred and thirteen,1
