,nums,labels
92,trois cent un; six cent vingt six,1
93,soixante dix sept; cinq cent quarante sept,1
94,six cent soixante huit; quatre vingt huit,0
95,quatre cent soixante sept; cent quarante,0
96,quatre vingt seize; cent neuf,1
97,huit cent vingt sept; huit cent quatre,0
98,deux cent vingt trois; trois cent cinquante,1
99,cent douze; cinq cent cinquante quatre,1
100,sept cent dix sept; cinq cent dix,0
101,cinq cent quatre vingt quatorze; six cent soixante cinq,1
102,trois cent dix huit; huit cent soixante quinze,1
103,huit cent soixante dix sept; deux cent dix neuf,0
104,cinq cent huit; sept cent quatre vingt neuf,1
105,neuf cent quatre vingts; quatre vingt quatre,0
106,neuf cent quatorze; trois cent onze,0
107,trois cents; trois cent cinquante sept,1
108,quatre cent trente et un; cent cinquante quatre,0
109,six cent quatre vingt neuf; sept cent soixante deux,1
110,quatre cent quatre vingt quatre; trois cent trente et un,0
111,trois cent quarante; huit cent quatre vingt douze,1
112,quarante sept; sept cent trente neuf,1
113,six cent trente deux; deux cent deux,0
114,quatre vingts; six cent quatre vingt quatre,1
115,deux cent quarante huit; huit cent trente sept,1
116,cent vingt quatre; cent soixante dix neuf,1
117,huit cent vingt quatre; neuf cent soixante quatre,1
118,neuf cent soixante dix; huit cent deux,0
119,sept cent cinquante trois; cent quatre vingt quatre,0
120,cinq cent deux; cent quatre vingt sept,0
121,huit cent quarante six; sept cent soixante dix sept,0
122,huit cent cinquante neuf; trois cent cinq,0
123,quatre cent quatre vingt un; quatre vingt cinq,0
124,trois cent cinq; huit cent vingt cinq,1
125,cinq cent quatre vingt cinq; sept cent soixante cinq,1
126,quatre cent soixante huit; quatre cent quatre vingt neuf,1
127,sept cent cinq; sept cent cinquante quatre,1
128,trois cent quatre vingt douze; cinquante et un,0
129,trois cent quatre vingt six; sept cent trente sept,1
130,trois cent vingt sept; trois cent trois,0
131,six cent dix; huit cent quatre vingt seize,1
132,cent quatre vingts; neuf cent soixante huit,1
133,sept cent sept; huit cent dix sept,1
134,six cent quatre vingt dix; huit cent quatre vingt quatorze,1
135,sept cent soixante trois; six cent cinquante,0
136,neuf cent neuf; sept cent soixante dix,0
137,quatre cent soixante huit; deux cent vingt sept,0
138,deux cent quatre vingt six; six cent soixante,1
139,neuf cent quatre vingt treize; sept cent six,0
140,deux cent quatre vingt dix huit; neuf cent quatre vingt douze,1
141,six cent soixante et un; quatre cent seize,0
142,huit cent sept; vingt et un,0
143,deux cent cinquante neuf; neuf cent quatre vingt seize,1
144,cent cinquante; huit cent soixante dix,1
145,vingt et un; cinq cent quatre vingt sept,1
146,neuf cent cinquante; sept cent soixante six,0
147,sept cent trente neuf; cinq cent cinquante trois,0
148,six cent vingt; deux cent huit,0
149,neuf cent quarante quatre; deux cent soixante neuf,0
150,cent cinquante quatre; trois cent cinquante et un,1
151,six cent cinquante cinq; six cent quatre vingt onze,1
152,huit cent seize; sept cent quatre vingt onze,0
153,cent trente quatre; six cent quatre vingt cinq,1
154,cinq cent quarante; cinq cent cinq,0
155,cinq cent trente; cent quatre vingt huit,0
156,huit cent quarante six; trois cent soixante quatorze,0
157,cinq cent trente huit; deux cent soixante quatre,0
158,trois cent soixante quatorze; deux cent quatre vingt quinze,0
159,cent quatre vingt onze; sept cent trente neuf,1
160,six cent trente trois; huit cent six,1
161,trois cent soixante dix; trois cent quatre vingt seize,1
162,cinq cent soixante seize; cinq cent quatorze,0
163,six cent vingt deux; huit cent quarante neuf,1
164,deux cent vingt; cent quarante six,0
165,deux cent quatre vingt dix neuf; huit cent quatre vingt quinze,1
166,huit cent soixante et un; huit cent quarante,0
167,neuf cent soixante neuf; six cent cinquante trois,0
168,six cent quarante deux; deux cent trente trois,0
169,quatre cent cinquante trois; cinq cent vingt et un,1
170,trois cent vingt neuf; six cent soixante cinq,1
171,six cent quatre vingt dix neuf; deux cent soixante neuf,0
172,neuf cent quatorze; sept cent quatorze,0
173,neuf cent quarante cinq; trois cent quarante trois,0
174,cinq cent quatre vingt sept; trois cent quarante trois,0
175,cinq cent cinquante neuf; huit cent quatorze,1
176,trois cent quatre vingt quatre; trois cent soixante seize,0
177,huit cent quatre vingt quatorze; huit cent cinquante deux,0
178,cent soixante et onze; neuf cent quatre vingt un,1
179,quatre cent soixante seize; quatre cent cinquante sept,0
180,deux cent onze; deux,0
181,deux cent quarante six; sept cent trente quatre,1
182,six cent treize; cinq cents,0
183,quatre cent cinquante sept; cent cinquante trois,0
184,quatre cent cinquante huit; deux cent quatorze,0
185,neuf cent quatre vingt treize; six cent vingt trois,0
186,neuf cent soixante dix huit; sept cent dix,0
187,deux cent quatorze; six cent soixante douze,1
188,cinq cent trente huit; cinq cent quinze,0
189,cent huit; sept cent quarante huit,1
190,six cent trente neuf; six cent dix,0
191,deux cent soixante treize; huit,0
192,six cent quatre vingt onze; cinq cent quatre vingt treize,0
193,six cent trente cinq; quatre vingt treize,0
194,cinq cent soixante sept; neuf cent quarante,1
195,neuf cent quarante sept; cent dix huit,0
196,sept cent douze; cent soixante dix,0
197,huit cent onze; neuf cent quarante quatre,1
198,cinq cent sept; huit cent quatre vingt dix neuf,1
199,trente quatre; sept cent quatre vingt quatorze,1
200,cinq cent quatre vingt trois; trois cent onze,0
201,deux cent quatre vingt quatorze; cinq cent trois,1
202,huit cent neuf; soixante quinze,0
203,neuf cent trente sept; cent cinq,0
204,trois cent soixante treize; deux cent quatre vingt dix neuf,0
205,cinq cent cinquante et un; deux cent soixante cinq,0
206,deux cent cinquante sept; neuf cent cinquante six,1
207,quarante; trois cent vingt quatre,1
208,deux cent cinquante sept; quatre cent cinquante trois,1
209,deux cent soixante; deux cent trois,0
210,sept cent seize; neuf cent quatre vingt seize,1
211,six cent soixante neuf; deux cent soixante seize,0
212,sept cent quarante huit; neuf cent soixante quatorze,1
213,huit cent quatre vingt onze; six cent soixante deux,0
214,trois cent trente cinq; deux cent quatre vingt quatorze,0
215,six cent quarante deux; quatre vingt onze,0
216,trois cent douze; quatre cent cinquante huit,1
217,cinq cent quatre vingt six; quatre cent dix neuf,0
218,cent quatre vingt douze; vingt neuf,0
219,quarante six; neuf cent dix sept,1
220,deux cent soixante et un; six cent dix neuf,1
221,trente et un; quatre cent vingt huit,1
222,six cent quatre vingt onze; dix sept,0
223,cinq cent quatre vingt dix huit; trois cent trente sept,0
224,cinq cent trente et un; cinquante,0
225,cinq cent six; trois cents,0
226,cent soixante dix; deux cent soixante sept,1
227,huit cent quarante six; neuf cents,1
228,vingt quatre; cinq cent quarante deux,1
229,six cent quatre vingt douze; sept cent soixante deux,1
230,trois cent cinquante; neuf cent quatre vingt seize,1
231,six cent huit; neuf cent dix,1
232,trois cent soixante et onze; cinq cent soixante treize,1
233,deux cent quatre vingt onze; quatre cent un,1
234,quatre cent soixante treize; sept cent trente six,1
235,trois cent quarante deux; quatre cent quarante huit,1
236,six cent quarante deux; huit cent soixante quinze,1
237,neuf cent vingt huit; huit cent soixante huit,0
238,quatre cent soixante neuf; quatre cent quarante et un,0
239,quatre cent trente huit; huit cent cinquante six,1
240,huit cent soixante neuf; cinq cent cinquante,0
241,huit cent quarante; deux cent huit,0
242,quatre cent vingt; six cent quatre vingt huit,1
243,cinq cent quatre vingt un; six cent trente huit,1
244,trois cent vingt quatre; quatre cent trente sept,1
245,cent quarante sept; cent soixante douze,1
246,trois; soixante douze,1
247,cinq cent quatre vingt dix neuf; cinq cent vingt trois,0
248,quarante deux; cinq cent dix huit,1
249,huit cent trente trois; vingt huit,0
250,huit cent quarante cinq; neuf cent un,1
251,neuf cent soixante douze; neuf cent quatre vingt dix neuf,1
252,quatre vingt quatre; trois cent soixante dix,1
253,cent vingt six; huit cent quatre vingt onze,1
254,cent; huit cent trente neuf,1
255,quatre cent quarante deux; cent vingt neuf,0
256,sept cent quatre vingt seize; deux cent soixante six,0
257,deux cent treize; trois cent cinq,1
258,neuf cent soixante quinze; neuf cent quatre vingt un,1
259,cinq cent quarante deux; cinq cent trente huit,0
260,cinq cent quatre vingt quinze; sept cent quarante huit,1
261,six cent sept; trois cent quarante quatre,0
262,neuf cent quatre vingt treize; neuf cent cinquante six,0
263,cinq cent trente six; deux cent quatre vingt neuf,0
264,sept cent quatre vingt quinze; sept cent vingt deux,0
265,sept cent quatre vingt quatre; trois cent neuf,0
266,deux cent dix sept; huit cents,1
267,deux cent quatre vingt un; quatre cent trente cinq,1
268,trois cent trente; six cent quatre,1
269,neuf cent soixante; cent cinq,0
270,cent seize; cent onze,0
271,huit cent quatre vingt treize; sept cent quatre vingt sept,0
272,neuf cent quatre vingt quinze; cinq cent quatorze,0
273,neuf cent quatre vingt dix sept; quatre cent onze,0
274,cent soixante dix; huit cent treize,1
275,cinq cent soixante dix sept; cent trente neuf,0
276,trois cent soixante six; trente et un,0
277,sept cent trente huit; deux cent quinze,0
278,cinq cent trente quatre; deux cent soixante treize,0
279,neuf cent soixante cinq; trois cent quatre vingt quatorze,0
280,cinq cent seize; deux cent vingt trois,0
281,deux cent soixante sept; trois cent trente,1
282,trente six; cinq cent un,1
283,quatre cent vingt sept; sept cent six,1
284,neuf cent quarante deux; sept cent soixante sept,0
285,neuf cent cinquante quatre; cent un,0
286,cent quatre vingt sept; cinq cent cinquante,1
287,six cent soixante cinq; cent soixante dix sept,0
288,sept cent soixante dix sept; quatre vingt quatorze,0
289,soixante dix; huit cent cinquante quatre,1
290,neuf cent vingt neuf; six cent cinquante trois,0
291,cinq cent quatre vingt deux; deux cent vingt neuf,0
292,trois cent soixante; sept cent quatre vingts,1
293,sept cent douze; sept cent cinquante,1
294,sept cent quatorze; cent quatre vingt quatorze,0
295,deux cent vingt neuf; cent cinquante quatre,0
296,cinq cent quarante trois; sept cent trente cinq,1
297,sept cent quatre vingt six; deux cent cinquante,0
298,trois cents; soixante quatre,0
299,neuf cent treize; quatre cent quatre vingt treize,0
300,quatre cents; quatre vingts,0
301,cent quarante deux; deux cent soixante trois,1
302,trois cent dix sept; six cent onze,1
303,huit cent treize; cent quatre vingt quatorze,0
304,deux cent neuf; quatre cent cinquante six,1
305,sept cent quinze; quatre vingt huit,0
306,deux cent quarante cinq; cent un,0
307,quatre vingt huit; cent quatre vingt sept,1
308,quatre cent quarante neuf; trois cent cinquante trois,0
309,neuf cent quatre vingt seize; huit cent quatorze,0
310,cinq cent trente; sept cent quarante six,1
311,cinq cent quatre vingt dix; huit cent douze,1
312,six cent trente sept; quatre cent sept,0
313,cinq cent soixante dix neuf; cent soixante neuf,0
314,trois cent soixante quinze; cent cinquante six,0
315,six cent trois; cent quarante neuf,0
316,sept cent quatre vingt onze; vingt deux,0
317,sept cent quinze; cinq cent vingt huit,0
318,six cent cinquante huit; huit cent quarante six,1
319,trois cent six; cinq cent quarante sept,1
320,huit cent vingt trois; vingt cinq,0
321,cent vingt trois; six cent cinq,1
322,sept cent quarante sept; quatre vingt deux,0
323,trois cent cinquante; six cent deux,1
324,cinquante cinq; neuf cent quatre vingt dix huit,1
325,cinq cent sept; soixante douze,0
326,neuf cent vingt; sept cent cinq,0
327,deux cent soixante douze; cinq cent deux,1
328,huit cent quarante quatre; cent soixante trois,0
329,cinq cent sept; neuf cent quatre vingt dix sept,1
330,trois cent soixante dix neuf; huit cent quarante six,1
331,huit cent cinquante deux; six cent soixante neuf,0
332,quarante sept; cinq,0
333,cinq cent sept; quatre cent quatre vingt six,0
334,cinq cent deux; quatre cent quatre vingt seize,0
335,vingt sept; trois cent huit,1
336,sept cent soixante dix sept; six cent six,0
337,trois cent soixante quatre; quatorze,0
338,sept cent quarante trois; neuf cent soixante treize,1
339,trois cent vingt trois; trois cent soixante,1
340,sept cent quarante quatre; quatre vingt seize,0
341,quatre vingt seize; deux cent soixante,1
342,quatre cent quatre vingt dix; sept cent soixante sept,1
343,vingt sept; trois cents,1
344,trois cent trente; six cent douze,1
345,neuf cent quatre; quatre cent quatre vingts,0
346,six cent trente six; neuf cent quatre vingt dix,1
347,quatre vingt cinq; neuf cent soixante huit,1
348,cent quatre vingt sept; cent quatre vingt dix neuf,1
349,quatre cent quatre vingt dix sept; huit cent soixante huit,1
350,soixante et onze; neuf cent soixante,1
351,cent neuf; trois cent quarante,1
352,deux cent quatre vingt seize; cinq cent quarante trois,1
353,cent quatre vingt six; mille,1
354,huit cent quatorze; cinq cent trente cinq,0
355,cent quatre vingt treize; cent onze,0
356,quatre cent quatre vingt neuf; cent un,0
357,cent vingt six; neuf cent cinquante six,1
358,cent quatre vingt six; quatre cent six,1
359,cinq cent quarante huit; cent quarante sept,0
360,deux cent quatre; neuf cent soixante seize,1
361,cent soixante trois; deux cent cinquante,1
362,sept cent dix; cinq,0
363,neuf cent quatre vingt cinq; quatre cent quatre vingt dix huit,0
364,cinq cent treize; six cent quarante quatre,1
365,cinq cent dix huit; quatre cent quatre vingts,0
366,cinq cent quatre vingt quatre; huit cent quatre vingt onze,1
367,deux cent soixante seize; neuf cent trente deux,1
368,quatre cent quatre; cent onze,0
369,six cent soixante quatre; huit cent soixante six,1
370,deux cent huit; six cent trente trois,1
371,cent trente huit; sept cent quatorze,1
372,cent quatorze; quatre vingt deux,0
373,trois cent soixante deux; cent quatre vingt dix neuf,0
374,huit cent quatre vingts; cinq cent trois,0
375,six cent cinquante deux; six cent trente et un,0
376,trois cent cinquante trois; cent soixante et un,0
377,soixante deux; cent soixante dix sept,1
378,deux cent quatre vingt douze; cent quarante,0
379,trois cent quarante et un; neuf cent vingt quatre,1
380,six cent quarante sept; quatre cent trente et un,0
381,deux cent trente six; six cent soixante quinze,1
382,deux cent quatre vingt six; quatre cent neuf,1
383,trois cent trente huit; cent trente,0
384,dix huit; cinq cent soixante dix huit,1
385,neuf cent seize; sept cent quatre vingt dix neuf,0
386,quatre cent trente cinq; trois cent quatre vingt onze,0
387,trois cent quarante trois; neuf cent seize,1
388,cent quarante neuf; huit cent quatre vingt douze,1
389,cinq cent six; deux cent quinze,0
390,six cent quatre vingt dix huit; quatre cent soixante dix neuf,0
391,six cent quatorze; sept cent quatre vingt six,1
392,neuf cent quarante; six cent quarante,0
393,neuf cent soixante seize; soixante dix huit,0
394,huit cent soixante et onze; cinq cent soixante huit,0
395,deux cent soixante; huit cent quatre vingt quinze,1
396,huit cent quatre vingt trois; sept cent un,0
397,six cent vingt et un; huit cent huit,1
398,deux cent soixante dix neuf; six cent trente quatre,1
399,soixante et un; cinq cent quatre vingt sept,1
400,quatre cent soixante dix neuf; neuf cent vingt et un,1
401,huit cent vingt quatre; huit cent cinquante deux,1
402,huit cent soixante neuf; trois cent soixante seize,0
403,quatre cent trente sept; neuf cent soixante deux,1
404,trois cent trente cinq; neuf cent quatre vingt neuf,1
405,huit cent soixante treize; trois cent neuf,0
406,cent quatre vingt huit; neuf cent seize,1
407,huit cent onze; cinquante trois,0
408,soixante dix sept; six cent quarante neuf,1
409,neuf cent vingt quatre; six cent quatre,0
410,huit cent cinquante et un; cent quarante,0
411,huit cent douze; quatre cent cinquante,0
412,cinquante neuf; quatre cent quatre vingt onze,1
413,deux cent cinquante et un; cent seize,0
414,neuf cent trente neuf; quatre vingt treize,0
415,cinq cent quarante huit; cinq cent soixante dix neuf,1
416,deux cent vingt neuf; deux cent vingt,0
417,six cent soixante seize; six cent trois,0
418,sept cent cinq; six cent neuf,0
419,huit cent quatre; sept cent soixante seize,0
420,trois cent soixante cinq; trois cent six,0
421,cent soixante dix; huit cent soixante quatorze,1
422,neuf cent quarante et un; neuf cent trente six,0
423,cinq cent quatre vingt quatorze; cinquante,0
424,huit cent soixante quatre; quatre cent cinquante six,0
425,cent trois; quatre cent onze,1
426,trente quatre; cent huit,1
427,quatre cent vingt quatre; deux cent trente six,0
428,deux cent quatre vingt huit; deux cent trente et un,0
429,cinq cent quatre vingt dix neuf; trois cent quatre vingt six,0
430,soixante six; six cent vingt six,1
431,sept cent vingt et un; quatre vingt dix huit,0
432,deux cent quatre; trois cent trois,1
433,deux cent quinze; huit cent quarante six,1
434,quatre vingt onze; six cent cinq,1
435,deux cent soixante dix; cent soixante seize,0
436,cent soixante; trois cent quatre vingt deux,1
437,sept cent six; trois cent cinquante cinq,0
438,deux cent dix; deux cent vingt trois,1
439,sept cent un; sept cent huit,1
440,six cent vingt quatre; cinq cent trente et un,0
441,six cent neuf; neuf cent soixante huit,1
442,deux cent quarante cinq; six cent vingt neuf,1
443,trois cent quatre vingt dix huit; quatre cent quarante deux,1
444,deux cent quatre vingt dix sept; cinq cent trente huit,1
445,six cent dix sept; cent quarante deux,0
446,quatre cent cinquante sept; huit cent cinq,1
447,sept cent soixante quatre; cinq cent dix sept,0
448,sept cent huit; trois cent sept,0
449,cinq cent vingt neuf; trois cent soixante dix neuf,0
450,cent soixante douze; cent dix huit,0
451,neuf cent quatre vingt douze; soixante quinze,0
452,trois cent quatre vingt dix neuf; cinq cent douze,1
453,sept cent trente six; six cent quarante sept,0
454,quatre cent trente deux; sept cent soixante neuf,1
455,quatre cent trente cinq; cent dix huit,0
456,sept cent trente trois; neuf cent quatre vingt quinze,1
457,sept cent cinquante sept; six cent quatre vingt dix sept,0
458,quatre cent soixante dix neuf; sept cent onze,1
459,neuf cent soixante dix; quatre cent vingt cinq,0
460,sept cent quatre vingt trois; sept cent soixante neuf,0
461,cinq cent quatorze; quatre vingt douze,0
462,deux cent quatre vingt dix; trente huit,0
463,neuf cent quatre vingt dix huit; cinq cent trente,0
464,quatre cent soixante treize; trois cent cinquante quatre,0
465,huit cent soixante sept; cent soixante et un,0
466,trois cent vingt; six cent quatre vingt dix neuf,1
467,sept cent vingt et un; cinquante trois,0
468,six cent trente quatre; neuf cent quatre vingt dix,1
469,quatre cent soixante trois; huit cent soixante douze,1
470,sept cent soixante deux; cinq cent quarante,0
471,six cent trente six; sept cent quarante et un,1
472,cinq cent cinquante sept; quatre cent huit,0
473,cinq cent vingt; quatre cent quatre vingt seize,0
474,cinq cent quarante quatre; sept cent cinq,1
475,quatre cent quatre; cent cinquante sept,0
476,trois cent quarante six; trois cent trente cinq,0
477,quatre cent neuf; quatre cent quatre vingt treize,1
478,huit cent soixante quatre; six cent soixante dix,0
479,huit cent cinquante deux; cinq cent vingt sept,0
480,quinze; huit cent quarante trois,1
481,neuf cent quatorze; quatre cent neuf,0
482,quatre cent soixante dix neuf; quatre cent vingt deux,0
483,quatre cent soixante huit; quatre cent quarante,0
484,trois cent quatre vingt seize; neuf cent quarante sept,1
485,neuf cent soixante quatorze; neuf cent cinquante et un,0
486,neuf cent trente neuf; six cent cinquante quatre,0
487,seize; sept cent soixante trois,1
488,deux cent vingt six; cent cinquante six,0
489,sept cent vingt neuf; trois cent vingt six,0
490,cinq cent trente trois; six cent vingt six,1
491,cinq cent vingt; neuf cent trente neuf,1
492,trois cent cinquante six; six cent quatre vingt deux,1
493,quatre cent quatre vingt quinze; cent trente sept,0
494,cinq cent cinquante cinq; neuf cent trente huit,1
495,quatre cent cinquante quatre; trois cent quatre vingts,0
496,neuf cent sept; deux cent soixante quatorze,0
497,quatre cent cinquante et un; cent quarante neuf,0
498,sept cent cinq; trois cent soixante dix neuf,0
499,huit cent trente; trois cent vingt cinq,0
500,six cent douze; trois cent trente cinq,0
501,cent trente cinq; cinq cent trente quatre,1
502,cent vingt sept; deux cent vingt deux,1
503,huit cent sept; huit cent soixante treize,1
504,quatre cent quatre vingt un; six cent trente neuf,1
505,huit cent trente huit; six cent trente sept,0
506,quatre cent soixante et onze; sept cent soixante six,1
507,cent quarante cinq; cinq cent trente,1
508,cent cinquante cinq; cent trente deux,0
509,deux cent cinquante sept; huit cent trente huit,1
510,deux cent quarante trois; trente trois,0
511,sept cent cinquante cinq; trois cent quarante neuf,0
512,sept cent quatre vingt quatorze; trois cent quarante six,0
513,quarante deux; quatre cent dix,1
514,deux cent quatre vingt seize; quatre cent dix neuf,1
515,cinq cent quatre vingt onze; cinq cent soixante,0
516,cinq cent soixante treize; neuf cent quatre vingt quinze,1
517,cinq cent quatre vingt quinze; quatre cent trois,0
518,huit cent trois; cinq cent vingt trois,0
519,trois cent soixante trois; cent soixante seize,0
520,neuf cent quarante neuf; huit cent vingt trois,0
521,cinq cent trente huit; deux cent vingt sept,0
522,trois cent cinquante; deux cent soixante dix sept,0
523,neuf cent trente neuf; quatre cent quarante huit,0
524,cent soixante deux; huit cent neuf,1
525,soixante quatorze; six cent soixante deux,1
526,vingt sept; cinq cent quatre vingt dix,1
527,neuf cent vingt quatre; sept cent trois,0
528,deux cent cinquante neuf; cent soixante sept,0
529,quarante neuf; deux cent quarante cinq,1
530,quatre cent quinze; neuf cent soixante quatre,1
531,deux cent trente six; deux cent quarante six,1
532,neuf cent trente huit; cent deux,0
533,trois cent soixante; huit cent soixante treize,1
534,quatre cent cinquante trois; quatre cent soixante huit,1
535,sept cent trente deux; quatre cent treize,0
536,cent quatre vingt neuf; trois cent quatre vingt sept,1
537,trois cent seize; deux cent treize,0
538,sept cent quarante; trois cent cinquante deux,0
539,huit cent quatre vingt onze; quatre vingt six,0
540,sept cent sept; deux cent quinze,0
541,six cent quatre vingt six; cent quatre vingt quinze,0
542,six cent vingt huit; huit cent quatre vingt neuf,1
543,soixante douze; cent soixante deux,1
544,huit cent quatorze; cinq cent soixante dix neuf,0
545,sept cent vingt et un; vingt trois,0
546,cinq cent quatre vingt deux; deux cent quatre vingt cinq,0
547,quatre cent quarante et un; cent huit,0
548,soixante trois; huit cent soixante quatorze,1
549,trois cent cinquante huit; trois cent cinquante quatre,0
550,trois cent quatre vingt sept; huit cent dix neuf,1
551,quatre cent soixante dix sept; quatre cent cinquante huit,0
552,quatre cent soixante neuf; huit cent soixante seize,1
553,neuf cent cinquante quatre; cinq cent douze,0
554,six cent trente neuf; huit cent six,1
555,quatre cent quatre vingt quinze; cent vingt sept,0
556,quatre cent soixante cinq; sept cent quarante cinq,1
557,trois cent trente sept; sept cent quatre vingt quatorze,1
558,cent quatre vingt sept; neuf cent dix neuf,1
559,cinq cent cinquante trois; sept cent quatre vingt treize,1
560,six cent quatre vingt onze; cent quatre vingt dix sept,0
561,quatre cent cinquante quatre; cinq cent quatre vingt treize,1
562,trois cent quarante et un; sept cent treize,1
563,trois cent cinquante sept; cent quarante trois,0
564,trois cent trois; quatre cent treize,1
565,cinq cent quatre vingt cinq; huit cent quatre vingt onze,1
566,trois cent trente et un; huit cent soixante treize,1
567,neuf cent cinquante trois; sept cent quatre vingt dix neuf,0
568,quatre cent quatre vingt trois; deux cent vingt sept,0
569,deux cent trente trois; neuf cent trente six,1
570,huit cent huit; deux cent cinquante deux,0
571,sept cent cinquante et un; cinq cent sept,0
572,cent vingt neuf; quatre vingt cinq,0
573,deux cent vingt deux; quatre cent soixante sept,1
574,quatre cent un; trois cent soixante deux,0
575,trois cent quatre vingt cinq; huit cent trente huit,1
576,huit cent quarante cinq; huit cent cinquante huit,1
577,deux cent quatorze; sept cent quatre vingt huit,1
578,neuf cent soixante dix neuf; deux cent treize,0
579,trois cent soixante dix huit; huit cent vingt quatre,1
580,cinq cent soixante dix neuf; neuf cent six,1
581,cinq cent soixante douze; six cent quinze,1
582,quatre cent cinquante trois; neuf cent trente,1
583,six cent quatre vingts; deux cent seize,0
584,quatre cent quatre vingt quatorze; neuf cent un,1
585,quatre cent vingt; trois cent vingt,0
586,vingt sept; six cent quatre vingt dix,1
587,sept cent seize; neuf cent quatre vingts,1
588,neuf cent soixante et onze; cinq cent quarante deux,0
589,cinq cent soixante dix sept; six cent soixante quatorze,1
590,cinq cent neuf; huit cent quinze,1
