,sents,labels
350,八百九十九,0
351,二十七十三,1
352,五百一,0
353,二十五,1
354,九百五二,1
355,百五八十二,1
356,三百九十一,0
357,五百三十五,0
358,四百十五,0
359,三十三三百,1
360,四百三十八,1
361,四百五百九,1
362,四百二十,0
363,五百二十六,0
364,七百九十九,0
365,四四百五十,1
366,七百九百四,1
367,九百六百,1
368,二百八十二,0
369,六百五十九,0
370,七百二百五,1
371,四十百八,1
372,六百四十,1
373,三百六十三,0
374,八十五,0
375,六百七十,0
376,百七七十五,1
377,五百七十五,0
378,九百五十九,0
379,八百六十六,0
380,六百九七百,1
381,百二七百二,1
382,二十二百二,1
383,七十八,0
384,六百十六二,1
385,二百八十五,0
386,百十六八百,1
387,百三十四,1
388,七百九十一,0
389,七百六十六,0
390,五百六九百,1
391,百一四百三,1
392,十八八百九,1
393,百六百九,1
394,五百八十七,0
395,八百五,0
396,百九十六,0
397,百八八十二,1
398,百九八百七,1
399,百八九百二,1
400,九百八十五,0
401,百九十九,0
402,四十,0
403,六百七十二,0
404,九百五十五,0
405,六百十七,0
406,六十十七,1
407,九百三十三,0
408,十三,0
409,八百三十三,0
410,七百五百十,1
411,四百四十三,0
412,九百四十七,1
413,十五八十四,1
414,十百二十八,1
415,三百十二十,1
416,八十四百,1
417,二百八十三,0
418,百六十五,0
419,百一七百九,1
420,百四十五七,1
421,七百二九,1
422,六十四,1
423,四百五十三,0
424,百九十一,0
425,四九十,1
426,五百六,0
427,六百十四,0
428,九百三十二,0
429,九十四百一,1
430,六百八十七,0
431,二百七十四,1
432,六十六三,1
433,三百八十,0
434,六百三十二,0
435,八百二十一,0
436,七百九百八,1
437,二八百十五,1
438,十二七十七,1
439,六百九百四,1
440,八十六六百,1
441,三十八三,1
442,九百四十三,0
443,百八十十四,1
444,二百二九十,1
445,六百三十八,1
446,四十五百七,1
447,八百十三七,1
448,百八十五,0
449,五百四,0
450,八十八七,1
451,二百二,0
452,百十九十,1
453,三百四十一,0
454,六十八百五,1
455,六百五十一,0
456,七百七,0
457,七百十三,0
458,六十九,1
459,四百六十四,1
460,五百十一四,1
461,八三百十一,1
462,四百六十十,1
463,九十五十一,1
464,四百七十七,0
465,三百九十三,1
466,七百二八十,1
467,七百九十二,0
468,百十二,0
469,四百六十一,0
470,九十七十五,1
471,三百二十八,0
472,二百三十一,0
473,二十二,0
474,九百五,0
475,五四十八,1
476,五十一,0
477,五百六十二,0
478,二五百六,1
479,五百五十一,0
480,四百四十七,1
481,百八八百,1
482,十九九十七,1
483,七十六十九,1
484,四百八,0
485,百二四十五,1
486,十二四十七,1
487,六百九十三,1
488,六百八十二,0
489,十百二十八,1
490,七百四十四,1
491,六十二三,1
492,九十四,0
493,二十八百一,1
494,三百八,0
495,二百三十六,0
496,百三十八,0
497,百八七十二,1
498,三百四十八,0
499,三百五,0
500,八百二八百,1
501,八百六十八,0
502,二百七十三,1
503,百九六十一,1
504,九十一,0
505,六百五十六,0
506,五百六千,1
507,百八十八,0
508,十四,0
509,七百二十七,0
510,二百十八三,1
511,七十二,0
512,六百九百三,1
513,六二十六,1
514,八十四百六,1
515,八百九十八,0
516,四百十九百,1
517,七百三,0
518,七百八十三,0
519,二二,1
520,五四百五,1
521,七百一十六,1
522,六二十五,1
523,百十三,0
524,六百五十九,0
525,五百九十二,0
526,五六百五十,1
527,二百六十百,1
528,千八十五,1
529,二百五十六,1
530,二百八十一,0
531,五六十,1
532,八百八十三,0
533,百六十六,0
534,百九十二百,1
535,百四四十九,1
536,四九十五,1
537,七十百十三,1
538,七百十四,0
539,百十七百九,1
540,五百六十七,1
541,八百二十二,1
542,三十五十一,1
543,十三四百七,1
544,五百六十七,0
545,四十二二百,1
546,九百五十七,0
547,七十五百三,1
548,五十九九,1
549,三百五十四,0
550,百八百六,1
551,六二十三,1
552,百十五九百,1
553,四百八十四,0
554,六百三十九,1
555,十七九十七,1
556,十一三百,1
557,九百十一百,1
558,百八十三八,1
559,三百十,0
560,百六十九,0
561,四百四十六,0
562,九百九十八,0
563,二十四七百,1
564,三百八,0
565,三百四十八,0
566,八百三十,0
567,六百四七十,1
568,九百八十四,0
569,六十二十六,1
570,六十四七百,1
571,百三八十六,1
572,九百六十三,0
573,百三五百四,1
574,七百四十三,0
575,八百七十三,0
576,百四十一,0
577,六十百九,1
578,五百九十七,0
579,百一百十六,1
580,五百八十七,0
581,七百六百十,1
582,三百三百七,1
583,四百八十七,0
584,四百十二,0
585,四百二十二,0
586,四百八十五,0
587,六十七,0
588,百四七,1
589,千,0
590,七百十,0
591,百十三二,1
592,四百九十四,0
593,十二,0
594,九百二十一,0
595,四十七千,1
596,八百七千,1
597,八百九十五,0
598,八百七十四,0
599,五十五,0
600,百四十四,0
601,九百五十二,0
602,二百十六八,1
603,三十七九百,1
604,四百三,0
605,三十四,0
606,四三十九,1
607,八十四,0
608,七百八十六,0
609,百五三百八,1
610,二十一一,1
611,三百七十一,0
612,五百十四,0
613,百六十一十,1
614,二百三一,1
615,六百六十五,0
616,十七千,1
617,三百九十一,0
618,百七三十六,1
619,三百九十一,0
620,百一八十,1
621,三百六十二,0
622,六百四,0
623,百六十,0
624,六百七十一,0
625,二百三十一,1
626,四百九十三,0
627,七十五十三,1
628,七十六十一,1
629,十五九百一,1
630,四百七十,0
631,八百二十六,0
632,九百五十一,1
633,二百十三一,1
634,百二五十二,1
635,七十百七十,1
636,二百六十,0
637,四百八十五,0
638,二十八八十,1
639,五百八百八,1
640,六百五十五,0
641,七百四十八,0
642,十七五百七,1
643,四十五百六,1
644,九十七十九,1
645,十四六百四,1
646,四百七十七,1
647,五十,0
648,九百九十一,1
649,二百九,0
650,七百九十,0
651,五百六十二,0
652,二四百六,1
653,五百八十二,1
654,五百五十七,0
655,八百九十,0
656,二十二,0
657,二百七十,0
658,八百十九,0
659,六百四十五,1
660,七百三百五,1
661,二四百十九,1
662,三百五十九,0
663,七百五十八,0
664,四百九十,0
665,十七四十,1
666,五五百六十,1
667,四百五百五,1
668,百三十六七,1
669,十四,0
670,八十二,0
671,六十三百七,1
672,四百九,0
673,八十一,0
674,七百八四百,1
675,百六八十三,1
676,三百三二百,1
677,四百二十七,0
678,二百三十三,0
679,七百二十一,0
680,九百十三,1
681,六百九十三,0
682,九百五十千,1
683,九十五百四,1
684,四百六十二,0
685,二百十二,0
686,七百四十二,0
687,九百十九,0
688,百七十八,0
689,七百十一,0
690,二百三十九,0
691,七十二,0
692,百八九十九,1
693,九十九十,1
694,三百二十四,0
695,百三二十五,1
696,七十六九百,1
697,六百十六八,1
698,二百三十七,0
699,百九三百四,1
700,二十五,1
701,十九十五,1
702,七十七千,1
703,九百四十四,0
704,三三百十二,1
705,二百八十,0
706,二百三九,1
707,二四十七,1
708,二百十一,0
709,五百十九,0
710,五百五十四,0
711,九百三百三,1
712,四百十九十,1
713,二十六十一,1
714,七十三,0
715,百十八,0
716,二百十九八,1
717,八百九六,1
718,四十四百八,1
719,十八百十五,1
720,六十八,0
721,五百三十五,0
722,二百三十五,0
723,四百十六,0
724,八百三十五,1
725,六百三十三,1
726,十九六百三,1
727,六百二三,1
728,十六,0
729,九十二,0
730,八百十二八,1
731,四百五十三,0
732,四百七十五,0
733,九百七百六,1
734,四百六六百,1
735,九二百五十,1
736,百六六百一,1
737,九百七十八,0
738,二百七十,0
739,七百一,0
740,五百三十五,0
741,百二八十六,1
742,百十一二,1
743,十,0
744,五十二七,1
745,五百二十五,0
746,四百六十八,0
747,二十五,0
748,五百六十五,1
749,百九十九,0
750,六百七十六,0
751,三百七十九,0
752,百十七,0
753,九百九十七,0
754,八百六十千,1
755,九百二百十,1
756,二百五十千,1
757,四百十九,0
758,三百二十一,1
759,七百十,0
760,二百十二五,1
761,百三十七,0
762,三七十四,1
763,八百五十二,0
764,六百十一八,1
765,四百二三十,1
766,六百十三,0
767,八十三六十,1
768,九百七十四,0
769,二百八十七,0
770,四十五百七,1
771,五百四十四,0
772,八十五百四,1
773,九百四十,1
774,六百九十一,1
775,八百二百七,1
776,二,0
777,七百八十九,0
778,四百二十六,0
779,四十九,0
780,七百八十六,0
781,五百五十四,0
782,四百三十九,0
783,八百十六十,1
784,百五十五,0
785,六百四十五,0
786,三百八十,0
787,六百十四千,1
788,八百九十四,0
789,百七三十一,1
790,五百九十,1
791,三百五,0
792,九百十三千,1
793,五十二十二,1
794,三百六十五,1
795,百八二百十,1
796,三十四百九,1
797,九百三十六,0
798,三九百四,1
799,七百八十四,0
800,四百五二十,1
801,八百九十五,0
802,四二百一,1
803,八百四十九,0
804,二百四十二,0
805,六十九十二,1
806,三百五十四,0
807,三百十七,0
808,四十四百五,1
809,五百十四,0
810,二百二八十,1
811,五百七百十,1
812,十八四十四,1
813,四百二十六,0
814,四百七十一,0
815,七百十三,0
816,八百五十七,0
817,七百九十七,0
818,七十五十三,1
819,六百七,0
820,三百五十六,0
821,二百二十八,0
822,七百八十八,0
823,八百七十六,0
824,三百六十六,0
825,六十四,1
826,二百六十五,0
827,九百八十七,0
828,五十六,0
829,七百三十四,0
830,百六四十六,1
831,九百五十,0
832,四百二十一,1
833,七百五百二,1
834,五十七百三,1
835,六十四,0
836,七五百十四,1
837,二百二百二,1
838,五十六,0
839,五十,1
840,八百六十三,1
841,十四三百四,1
842,百八十三,0
843,八百三十三,0
844,三十六,0
845,六百,0
846,三百七十八,0
847,八百九十三,0
848,四十二六百,1
849,三百七五百,1
850,四百二十四,0
851,四十二百三,1
852,百一三十,1
853,百十一,0
854,三百七十八,0
855,六百十三百,1
856,三百八十,0
857,九百七十八,0
858,四百百一,1
859,六百一,0
860,九百七十一,0
861,八百四百九,1
862,百七十八,0
863,四百九十六,0
864,四百六六十,1
865,四百二十二,0
866,四百二十四,0
867,五十一二,1
868,四百六十九,0
869,二百七十九,1
870,八十四十四,1
871,四百六,0
872,二十四,0
873,九百二十八,0
874,五百六十七,0
875,百二十三,0
876,六百三十六,0
877,四百十八,0
878,五百五十,0
879,二百五十五,0
880,三六十六,1
881,七十一,0
882,九百六十二,0
883,五百五十五,0
884,百八十,0
885,九十四,0
886,六百三四,1
887,百四十五,0
888,八百五十,1
889,千三,1
890,三百九十六,1
891,八百六十六,0
892,八十四十一,1
893,六百九十,0
894,五十二六百,1
895,三百五十三,1
896,六百十三,0
897,六百五十,0
898,四百六十五,0
899,四百十四,0
900,三百三十八,0
901,八百三十九,0
902,十八百十八,1
903,八百八十八,0
904,二百二十五,0
905,七百四十九,1
906,十五八百三,1
907,七百九十八,0
908,二百五十,0
909,三十百六十,1
910,三百四十四,0
911,百二十四八,1
912,五百九十九,0
913,八百四十三,0
914,四百九十四,0
915,七五百七,1
916,二九百十,1
917,三百十四九,1
918,十六六十二,1
919,六十五十七,1
920,十一,0
921,千二十一,1
922,六百二十九,0
923,八百九十四,0
924,九百四十八,0
925,十三百六十,1
926,二百九十二,0
927,百九三百九,1
928,七百七十,0
929,四百十,1
930,二百七十八,1
931,八百八十,1
932,八二百六十,1
933,百八十二五,1
934,八六百七,1
935,百九十二,0
936,三百三十二,0
937,十四四十六,1
938,五百七九百,1
939,八十七三百,1
940,百六十七,0
941,五百二十五,1
942,二百五十二,0
943,九百十九,0
944,十三三十六,1
945,百十二,0
946,八百四十四,0
947,九百六百七,1
948,六百二十一,0
949,五百二六,1
950,六百十六五,1
951,九百四十七,0
952,八百五,0
953,八十四百三,1
954,三百五,0
955,三百五十一,0
956,三百二十七,0
957,二百七十四,0
958,十四八百十,1
959,四百十三十,1
960,百十八,0
961,九百八十二,0
962,二百三十九,0
963,百五十七,0
964,九十八十五,1
965,五百十一,0
966,三十八,0
967,七百十九,0
968,八百九十三,1
969,四百十四,0
970,百十二,0
971,五百八十五,0
972,五百八十五,1
973,五百六十八,0
974,三十一四十,1
975,十九十七,1
976,八百二十八,0
977,六十二十五,1
978,七五百十八,1
979,五七十一,1
980,二百十四,0
981,九百十八,0
982,三二十四,1
983,六十七百三,1
984,五百八十五,0
985,二百九十四,0
986,七十六九十,1
987,六十百七,1
988,十五四十一,1
989,五二百一,1
990,三六百五,1
991,四百六十六,0
992,九十二,1
993,三百五十七,0
994,五四,1
995,二百七百八,1
996,百四十三三,1
997,七百九十,0
998,二百四十一,0
999,三十六百六,1
1000,十九十,1
1001,九十八七百,1
1002,二百十六,0
1003,三百四十五,0
1004,十二六十五,1
1005,百五三十,1
1006,百十八十二,1
1007,九百六十一,1
1008,百七三百十,1
1009,二百十百八,1
1010,六十九,0
1011,四百五百九,1
1012,三百七十九,0
1013,九百十七,0
1014,五五十八,1
1015,九十三十三,1
1016,九百九十五,0
1017,六百二十五,0
1018,百十,0
1019,五十五十六,1
1020,二百十八七,1
1021,百二十六,0
1022,二十五,0
1023,四百七十九,0
1024,六百三二十,1
1025,三百二十三,0
1026,六百六九,1
1027,五百百十九,1
1028,十五四十一,1
1029,七百八百十,1
1030,九百三十二,1
1031,十八,0
1032,百八十百,1
1033,百十三十一,1
1034,百六十五,0
1035,百四十九,0
1036,八十七五十,1
1037,百八六百一,1
1038,四百八十六,0
1039,二百六二十,1
1040,九百九十九,0
1041,九百四百一,1
1042,百九,0
1043,三百三八十,1
1044,六百九十三,0
1045,百百四十七,1
1046,三十二,0
1047,百七八十七,1
1048,六百八十,0
1049,六百九十八,0
1050,九百五十六,0
1051,百九四百六,1
1052,五百六十二,0
1053,千八十六,1
1054,六百三四十,1
1055,十五五十四,1
1056,四百四十七,0
1057,九百十九,0
1058,十九十九,1
1059,二百二十七,0
1060,百七十七四,1
1061,二十四五百,1
1062,百五十七,0
1063,三五百二十,1
1064,四百九十三,0
1065,二十五三,1
1066,十六五十五,1
1067,六百三十二,0
1068,四百八十四,1
1069,十一百一,1
1070,六百六十八,1
1071,九十六,0
1072,六百九十,0
1073,七百七十五,0
1074,五百三十,0
1075,八百六十七,0
1076,十七五十一,1
1077,七百二十五,0
1078,三百十七,0
1079,百三十五百,1
1080,五十七五,1
1081,十八百九,1
1082,六百三十五,0
1083,十一八十四,1
1084,九十八百八,1
1085,十四九十六,1
1086,八百二十九,1
1087,六十百九十,1
1088,十七六十二,1
1089,七百九十四,0
1090,五十三百八,1
1091,四百十九九,1
1092,百九百二十,1
1093,八百三十九,0
1094,三百二十五,1
1095,百五十,0
1096,五百九十九,0
1097,三百九十,1
1098,十六,0
1099,二百十,0
1100,七百二十五,0
1101,百八十二,1
1102,六十四九,1
1103,七百七十四,0
1104,六十五二,1
1105,八十五,0
1106,七百九十四,0
1107,百九十,0
1108,五十四十五,1
1109,二百七十五,0
1110,十四百二,1
1111,百,0
1112,八百八八十,1
1113,八百四十二,0
1114,四百三十一,1
1115,八十四,0
1116,八百十一七,1
1117,七十一六百,1
1118,七百六十九,0
1119,二十九,0
1120,百二四十四,1
1121,三百四十四,0
1122,五百九十三,0
1123,三百八十六,0
1124,九十二五百,1
1125,七百十十七,1
1126,八百一千,1
1127,三十四十,1
1128,百十四,0
1129,五百二五百,1
1130,三三十三,1
1131,六百三十,0
1132,六八百六,1
1133,三百八十六,0
1134,四百五十三,0
1135,百六十五百,1
1136,四百二十九,0
1137,八百六十五,0
1138,七百四十六,1
1139,三百六十九,0
1140,七百十三千,1
1141,十七四百,1
1142,百九十六,0
1143,四百三十五,0
1144,九百,0
1145,三百百十三,1
1146,十九九百一,1
1147,七百九十九,0
1148,六二十四,1
1149,二十,0
1150,百四百十一,1
1151,十二,0
1152,四十五八,1
1153,二百三十千,1
1154,十二二十,1
1155,四百四十六,0
1156,二百五十,0
1157,六百二十五,0
1158,四百四十五,0
1159,九百八百二,1
1160,七百十五,0
1161,七百四百八,1
1162,四百十六,1
1163,百九十三,0
1164,百三十七,0
1165,八百三十,1
1166,七百九三十,1
1167,八十八,0
1168,三十六百六,1
1169,五百十二,0
1170,四百九十一,1
1171,四百八十五,0
1172,三百七十二,0
1173,六百六十九,0
1174,百三十七一,1
1175,三十一百二,1
1176,五百一十三,1
1177,六百八十二,0
1178,五十三三百,1
1179,十五百二十,1
1180,九百七十六,0
1181,三百十二八,1
1182,四百六十二,1
1183,三百三十四,0
1184,九百八十四,0
1185,八十二百八,1
1186,五十七十一,1
1187,六百十七,0
1188,四十二百十,1
1189,千,0
1190,五九百八十,1
1191,七七百十九,1
1192,九十六三十,1
1193,八百五十五,1
1194,二十七十四,1
1195,七百八十四,1
1196,百九七百三,1
1197,七十六七百,1
1198,三百八十七,0
1199,七百十八,0
1200,二十七百三,1
1201,三百七三十,1
1202,六十,0
1203,八十七百一,1
1204,八五百九,1
1205,七十七二百,1
1206,六百五十四,0
1207,三百二十三,0
1208,五百二十一,0
1209,十六百七十,1
1210,六十七,0
1211,四百,1
1212,八百五十二,0
1213,四十八,0
1214,六百六十,0
1215,百四十五四,1
1216,五百四十六,0
1217,三百三十四,0
1218,十八百三十,1
1219,百九十,1
1220,八百六十九,0
1221,百五十六百,1
1222,三百八一,1
1223,八十八,0
1224,九十七一,1
1225,五十九百五,1
1226,百三十九,0
1227,四百四十,0
1228,百五百三十,1
1229,八十九百四,1
1230,三百六十四,0
1231,八七百十四,1
1232,四六百十二,1
1233,十六百一,1
1234,四百十四,1
1235,六百七十九,0
1236,六十七十七,1
1237,十一四百八,1
1238,八百二十四,0
1239,十八十六,1
1240,二百七十七,1
1241,百十三四,1
1242,百七十,1
1243,十三八十二,1
1244,十四九十六,1
1245,二百五十,0
1246,四百十八百,1
1247,二百二十三,0
1248,四十八百四,1
1249,七百九十七,1
1250,六百二十六,0
1251,千七百十,1
1252,九百八十二,0
1253,百十五百三,1
1254,九百六十八,1
1255,百六十三四,1
1256,百二百八十,1
1257,千三十,1
1258,三百十三,0
1259,十百十一,1
1260,百一六十六,1
1261,百四四百二,1
1262,百十百四,1
1263,六百三十二,0
1264,九百四十八,0
1265,五百四十二,1
1266,三百二十百,1
1267,六九百七,1
1268,百六十五,0
1269,八百四十七,0
1270,二百七十九,1
1271,百三百八十,1
1272,九百十二,0
1273,六百十九,0
1274,百六十三,0
1275,三百四十七,0
1276,十三三十一,1
1277,五百二九,1
1278,八百九十二,0
1279,四百六十八,0
1280,六十六,0
1281,三百十七,0
1282,百五十四,0
1283,七百六十一,0
1284,四十九百八,1
1285,百十,0
1286,三百一二十,1
1287,七十九百九,1
1288,八百五十七,0
1289,九十九八十,1
1290,五十一千,1
1291,百,0
1292,三百一十七,1
1293,三十八十,1
1294,六十四,0
1295,九十二,0
1296,八百八,0
1297,百四十八一,1
1298,百十五二,1
1299,八十五,0
1300,九百六十五,0
1301,九百九,0
1302,百九十二七,1
1303,二百六三,1
1304,六百七十一,0
1305,二百三十九,0
1306,八十一九,1
1307,六十四百七,1
1308,五百六五百,1
1309,七百二十一,1
1310,六百二百九,1
1311,十六五十六,1
1312,三九十,1
1313,八百二十一,0
1314,六百四十一,0
1315,百五十四,0
1316,三百二十九,1
1317,四百十四,0
1318,二三,1
1319,九十三八百,1
1320,五百五十七,0
1321,三百三十九,0
1322,百三十五,0
1323,四百五十二,0
1324,三百百九,1
1325,百二十三百,1
1326,百二十四千,1
1327,九百四十一,0
1328,千百十六,1
1329,八百六十一,0
1330,四百九十三,0
1331,百三十,0
1332,百一七百九,1
1333,九百七十七,0
1334,五十七六十,1
1335,百四十百,1
1336,百七四百五,1
1337,百四十九,0
1338,四百三,0
1339,七百四,0
1340,五百九十七,1
1341,十百七十七,1
1342,四百六十九,0
1343,八百七,0
1344,六十三六十,1
1345,三百八十一,0
1346,三百六十三,0
1347,九百十三,0
1348,三十四,0
1349,六十五十一,1
1350,四百二十九,0
1351,四百六十三,0
1352,六十二百二,1
1353,八百十六,0
1354,六百八百九,1
1355,七百七十二,1
1356,六百九十九,0
1357,五三十,1
1358,八百六十五,0
1359,七百三十二,0
1360,七百三十四,0
1361,八百二五百,1
1362,百二十,0
1363,百三十三,0
1364,千三百五十,1
1365,百六三百四,1
1366,七百七八百,1
1367,百六,0
1368,五百二十七,0
1369,五百七十二,0
1370,六百三九百,1
1371,百八十五,0
1372,八百二十一,0
1373,七百百十七,1
1374,四百十七五,1
1375,二百八十三,0
1376,三十一,1
1377,十七百十三,1
1378,百九十五一,1
1379,十五七百一,1
1380,五百,0
1381,三十八,1
1382,五百九十,0
1383,百十五十八,1
1384,三百九十六,0
1385,三二百十一,1
1386,三十六百八,1
1387,六百十六,0
1388,八百十,0
1389,四百三十七,0
1390,五百二十,0
1391,百十六百,1
1392,四二,1
1393,百八十一九,1
1394,二百四十九,1
1395,五百十八,0
1396,七百四十一,0
1397,五百十一,0
1398,百十八十八,1
1399,八百八,0
1400,六十六十一,1
1401,八十三,1
1402,七百四十八,1
1403,三百七十七,0
1404,二百五十八,0
1405,三九百十,1
1406,九十六百,1
1407,五百八百二,1
1408,百九十一千,1
1409,六百七十一,0
1410,四十四百三,1
1411,八百二六百,1
1412,八百二七,1
1413,五百四十,0
1414,五百六七,1
1415,六十六百六,1
1416,五百一五,1
1417,八百一十一,1
1418,四七百七,1
1419,八百百三十,1
1420,百五十五五,1
1421,五百十七五,1
1422,二十九百一,1
1423,七十四,0
1424,六百七十三,0
1425,百六十五,0
1426,七百十七千,1
1427,十二七十六,1
1428,六十六十八,1
1429,百八十四,0
