,sents,labels
373,soixante seize treize,1
374,trois cent dix neuf,0
375,trente neuf cent quinze,1
376,deux cents trente deux,1
377,sept cent soixante dix huit,0
378,six cent deux dix,1
379,cent soixante quatre,0
380,sept cent seize douze,1
381,cent cinq cent six,1
382,dix huit trente huit,1
383,sept cent trente neuf,0
384,quatre cent trente neuf,0
385,six cents sept cents,1
386,vingt trois neuf,1
387,cinquante et un,0
388,deux cent douze trois,1
389,neuf cent vingt six sept,1
390,cent vingt deux cent sept,1
391,quatre cent quarante sept,0
392,sept cent deux mille,1
393,six cent quinze cinquante,1
394,trois cent quatorze dix,1
395,neuf cent seize,0
396,deux cent un vingt trois,1
397,six cent trente sept un,1
398,quatre vingt trois un,1
399,seize huit cent vingt six,1
400,quatre cent vingt et un,0
401,douze neuf,1
402,trois cent quatre vingt dix sept,0
403,trente trois cent sept,1
404,quarante neuf,0
405,cinq cent soixante deux,0
406,cent deux neuf cent trois,1
407,quarante quatre cent huit,1
408,quatre cent vingt,0
409,cinq cent neuf cent,1
410,neuf cent huit cent vingt,1
411,quatre cent soixante deux,1
412,cent trois huit,1
413,cent huit neuf cent cinq,1
414,cent vingt deux,0
415,deux cent deux,0
416,vingt huit,0
417,deux,0
418,deux cent quarante et un,0
419,cinq cent six quatre,1
420,sept cent dix huit,0
421,soixante dix neuf six,1
422,cent dix neuf trente cinq,1
423,neuf cent soixante cinq,0
424,neuf cents six cent un,1
425,soixante six cent neuf,1
426,huit cent quatre vingt seize,0
427,douze sept cent dix huit,1
428,trente six soixante six,1
429,quatre cent trente sept,0
430,quatre cent trente huit,0
431,cent six cinq cent quatre,1
432,cinq cent soixante quatorze,0
433,cinq cent neuf cent vingt,1
434,huit cent seize douze,1
435,cent six neuf cent vingt,1
436,deux six cent quatre,1
437,deux cent vingt sept un,1
438,sept huit cent trois,1
439,deux cent quarante et un,0
440,sept cent quatre vingt douze,0
441,quatre cent quatre vingt dix neuf,0
442,trois cent seize soixante,1
443,trente six six cent un,1
444,sept cent soixante seize,0
445,soixante dix huit douze,1
446,six huit cent seize,1
447,quatre cent soixante quatorze,0
448,neuf cents cinq cent deux,1
449,cent treize vingt trois,1
450,dix sept mille,1
451,sept cents neuf cents,1
452,cinq cent cinquante et un,0
453,trente et un mille,1
454,neuf cent cinquante sept,0
455,cent huit sept cent trois,1
456,huit cent cinquante et un,0
457,deux cent quatre vingt huit,0
458,neuf cents neuf cent sept,1
459,huit trente six,1
460,quatre quarante cinq,1
461,sept cent quatre vingt deux,0
462,six cent cinquante quatre,0
463,cent trente et un huit,1
464,cent cinquante,0
465,quarante quatre six,1
466,quatre cent soixante cinq,0
467,cinq cent vingt six,0
468,quatre cent trente six,0
469,cent un trente neuf,1
470,deux cent quatre sept,1
471,seize soixante et onze,1
472,quatre vingts vingt trois,1
473,cinq cent seize,0
474,quatre cent cinquante,0
475,huit cent quatre cent six,1
476,quatorze neuf cent quatre,1
477,soixante deux cent sept,1
478,cent vingt huit,0
479,cent quatorze cent un,1
480,trois cent cinquante trois,0
481,trois trois cent trois,1
482,neuf cent quarante cinq,0
483,sept cent soixante quatre,0
484,cinq cent quatre vingt douze,0
485,deux cent quarante neuf,0
486,cent vingt cinq mille,1
487,six cent soixante huit,0
488,cinq cent deux mille,1
489,deux cent sept quatorze,1
490,seize sept cent six,1
491,dix huit dix huit,1
492,neuf cent quarante deux,0
493,neuf cent quatre vingt seize,0
494,deux cent dix,0
495,quinze,0
496,trois cent dix huit,0
497,six cent quinze cinquante,1
498,six cent cinquante huit,0
499,sept cent dix cent sept,1
500,neuf cent trente sept un,1
501,six cent quatre vingt seize,0
502,cinquante cinq,0
503,sept cent un cent cinq,1
504,cent soixante,0
505,onze soixante trois,1
506,sept cents sept cents,1
507,quarante sept,0
508,deux cent quatre vingt un,0
509,cinq cent seize,0
510,sept cent quarante et un,0
511,huit cent trente,0
512,huit cent quatre vingt quatre,0
513,cent vingt neuf seize,1
514,neuf cent vingt quatre,0
515,huit cent dix sept neuf,1
516,soixante sept sept cents,1
517,huit cent six,0
518,cent sept cent vingt sept,1
519,cinq cent un,0
520,cinq cent soixante quinze,0
521,soixante soixante sept,1
522,six cent vingt trois,0
523,vingt six cinq,1
524,sept deux,1
525,huit cent trois,0
526,seize six cent un,1
527,sept cent soixante quatorze,0
528,huit cent vingt deux un,1
529,huit cent quatre vingt quatorze,0
530,neuf cent quatre vingt douze,0
531,deux cent trente dix sept,1
532,six cent dix neuf,0
533,trois cent vingt neuf,0
534,neuf cent soixante quatre,0
535,trois cent quatre vingt six,0
536,seize neuf cent vingt,1
537,trois cent soixante neuf,0
538,dix sept trente sept,1
539,trois cent deux cent deux,1
540,quatre vingt sept,0
541,cinq cent cinquante neuf,0
542,sept cent vingt,0
543,six cent quatre vingt huit,0
544,cinq cent vingt huit,0
545,sept cent cinq cent,1
546,huit cent quatre vingt trois,0
547,neuf cent cinquante sept,0
548,cent cinq,0
549,neuf cent soixante et un,0
550,sept cent quatre vingt huit,0
551,cinq cent vingt deux,0
552,cinq cent neuf trente,1
553,treize sept cent quinze,1
554,huit cent neuf vingt sept,1
555,huit cent cinquante et un,0
556,cent cinq sept cent seize,1
557,cent sept sept cent vingt,1
558,quatre cent vingt sept,0
559,deux cent soixante neuf,0
560,neuf cent dix huit,0
561,soixante deux cinq,1
562,sept cinquante,1
563,sept cent dix cent trois,1
564,quatre cent trois cent,1
565,huit cent seize cent un,1
566,neuf cent deux,0
567,huit cent cinquante six,0
568,quatre deux cent huit,1
569,douze cent dix neuf,1
570,cent trois trente six,1
571,sept cent huit,0
572,cent vingt neuf,0
573,deux cent vingt neuf,0
574,quatre cent soixante dix sept,0
575,quatre cent quarante et un,0
576,cent neuf soixante quatre,1
577,six cent quatre vingt dix neuf,0
578,huit cent quatre vingt douze,0
579,cent soixante treize,0
580,cinquante deux vingt neuf,1
581,neuf cent quatre vingt seize,0
582,neuf cent soixante huit,0
583,huit cent vingt,0
584,cinq cent soixante huit,0
585,quatre vingt cinq,0
586,neuf cents cent huit,1
587,deux cent douze six cents,1
588,quatre cent dix neuf,0
589,trente trois cent sept,1
590,cent vingt quarante,1
591,cent cinquante sept cent,1
592,deux cent soixante et un,0
593,soixante six,0
594,quatre vingt seize,0
595,cent trois dix huit,1
596,cent trois,0
597,deux cent six vingt cinq,1
598,cent seize huit cent un,1
599,trois cent trois,0
600,trois cent soixante deux,0
601,six cents trois cent dix,1
602,six cent quatre vingt dix huit,0
603,quatre cent trente trois,0
604,soixante dix cent dix,1
605,deux cent trente,0
606,quinze,0
607,cent seize cinquante,1
608,six cent soixante et onze,0
609,cent soixante dix,0
610,quatre cent vingt quatre,0
611,quatre vingt six cent un,1
612,deux cent onze dix sept,1
613,trente six,0
614,trente cent soixante huit,1
615,cent quatre vingt huit,0
616,quatre cent quatre vingt trois,0
617,cent dix huit cent trois,1
618,sept cent cinquante trois,0
619,sept neuf cent quinze,1
620,sept cents sept cent dix,1
621,sept cent sept cent huit,1
622,soixante douze deux,1
623,trois quatre cents,1
624,neuf cent cinquante neuf,1
625,quatre cent trente huit,0
626,quatre cent soixante douze,0
627,huit trois cent vingt,1
628,deux cent vingt sept huit,1
629,huit deux cent trente,1
630,neuf cent neuf,0
631,vingt cinq vingt cinq,1
632,cinq cent seize,0
633,cinq,0
634,quatre vingt quinze,0
635,deux cents quarante cinq,1
636,trois cent quatre vingts,0
637,deux cent soixante quatorze,0
638,huit sept cent sept,1
639,deux cent soixante dix sept,0
640,deux cent cinq,0
641,onze cent soixante treize,1
642,deux cent soixante dix neuf,0
643,soixante six sept,1
644,cent treize deux cent un,1
645,vingt sept neuf cent sept,1
646,dix six cent vingt huit,1
647,six cent quatre vingt onze,0
648,quinze six cent huit,1
649,soixante huit douze,1
650,sept cent trente six,0
651,deux cent quatre vingt quatre,0
652,vingt six cent trente six,1
653,quatre cent quarante cinq,0
654,cinq cent vingt six,0
655,six cent quarante et un,0
656,quatre cent trente et un,0
657,vingt six cent dix,1
658,cinquante deux cent trois,1
659,huit cent vingt quatre,0
660,trois cent vingt neuf,0
661,cent seize un,1
662,deux cent treize,0
663,six cent treize cent cinq,1
664,cent deux trente huit,1
665,sept six cent trente six,1
666,cinq cent vingt sept,0
667,onze quatre vingt douze,1
668,six cent cinquante cinq,0
669,huit cent trente et un,0
670,six cent quatre vingt dix huit,0
671,six cent un soixante,1
672,quatre cent quatre vingts,0
673,quarante deux cent un,1
674,quatre neuf,1
675,cent un cinq cent sept,1
676,trois cent vingt six,0
677,quatre cent quarante trois,0
678,deux cent quatre vingt quinze,0
679,quatre vingt quatorze,0
680,sept sept cent trente,1
681,deux cent quarante six,1
682,soixante cinquante six,1
683,vingt huit douze,1
684,cent dix sept cent quatre,1
685,cent quarante sept,0
686,douze cinq cent dix huit,1
687,six cent trente six douze,1
688,cent six,0
689,cinquante sept cent vingt,1
690,quatre cent quatre,0
691,cinq cent quatre vingt un,0
692,quatre cent quatre vingt onze,0
693,huit cents sept cent huit,1
694,huit cent trente neuf un,1
695,six cent vingt cent trois,1
696,cinquante cent sept,1
697,trois cent cinquante huit,0
698,deux cent quarante neuf,0
699,quatre vingt dix trente,1
700,cent seize huit cent cinq,1
701,seize quarante,1
702,huit cent quinze quatre,1
703,seize huit cent vingt,1
704,sept cent vingt sept,0
705,vingt trois cinq cent dix,1
706,cent cinquante sept,0
707,huit cent onze trente six,1
708,sept neuf cent seize,1
709,neuf cent huit trois,1
710,six trois cent un,1
711,sept cent quatre vingt quinze,0
712,cent quatre cent vingt,1
713,quatre cent quarante deux,1
714,six cent quatre vingt dix huit,0
715,cent quinze cent quinze,1
716,cent trois cent cinq,1
717,sept cent douze,0
718,quatre cent quatre vingt seize,0
719,six cent soixante deux,0
720,deux cent vingt et un,0
721,huit cent soixante sept,0
722,neuf cent huit,0
723,deux cent trente six,0
724,seize sept,1
725,quatre cent neuf douze,1
726,deux sept cent vingt six,1
727,cent cinquante,0
728,deux cent quatre vingt dix,0
729,sept cent dix huit,0
730,dix huit quarante huit,1
731,cent soixante quatre,0
732,quatre cent vingt trois,0
733,cinq cent soixante quatre,0
734,deux cent vingt quatre,0
735,huit cents trois cent un,1
736,neuf cent dix neuf dix,1
737,onze trois cent huit,1
738,quarante deux,0
739,quatre vingt seize,0
740,six cent quarante neuf,0
741,trois neuf cent onze,1
742,deux cent cinquante et un,0
743,quatre cent quatorze,0
744,trois cent trente,0
745,trois cent soixante treize,0
746,onze six cent vingt trois,1
747,vingt et un cent trente,1
748,sept cent dix sept,0
749,cent vingt trois un,1
750,cent vingt deux,0
751,cent huit deux cent cinq,1
752,cinquante et un quatre,1
753,cent quarante trente cinq,1
754,huit cent six,0
755,cent cent quarante quatre,1
756,sept cent cinquante quatre,0
757,deux cents quarante et un,1
758,trente neuf,0
759,cent sept deux cents,1
760,quatre six cent deux,1
761,treize six cent onze,1
762,cent trois cent onze,1
763,cinq cent quarante douze,1
764,cinq cent dix soixante,1
765,neuf quarante quatre,1
766,neuf cent onze cent trois,1
767,six sept cent treize,1
768,vingt deux six cents,1
769,cent six trente quatre,1
770,cent quinze cent six,1
771,cinq deux cent dix,1
772,quatre cent soixante cinq,1
773,cent onze cent soixante,1
774,vingt cent soixante sept,1
775,neuf cent quatre vingt trois,0
776,huit cent soixante dix,0
777,cinq cent quinze dix neuf,1
778,cent quatre cent quarante,1
779,cent trente deux dix huit,1
780,dix huit cinq cent un,1
781,deux cent huit,0
782,quatre cent six trois,1
783,quatre vingt huit,0
784,sept cent seize cent huit,1
785,huit cent soixante dix huit,0
786,cinquante quatre,0
787,neuf cent huit,0
788,cinq cent quatre vingt sept,0
789,cent trente deux deux,1
790,neuf cent quarante et un,0
791,six cent trente huit onze,1
792,cinq cent quatre vingt huit,0
793,trois cent cinq cent six,1
794,trois cent trois mille,1
795,sept cents huit cent dix,1
796,trois cent dix sept,0
797,cent soixante sept,0
798,deux cent quatre vingt six,0
799,soixante neuf cent dix,1
800,cinquante six dix huit,1
801,six cents treize,1
802,cinq cent quatre vingt onze,0
803,quatre quatre cent seize,1
804,quatre cent quatorze,0
805,six cent soixante neuf,0
806,six cent trente six,0
807,quarante trois vingt sept,1
808,neuf cent vingt neuf six,1
809,huit cent dix,0
810,cent six quarante huit,1
811,quarante six cent sept,1
812,cent quarante cent six,1
813,dix huit cent dix huit,1
814,neuf cent soixante et onze,0
815,six cinq cent quinze,1
816,neuf cent vingt sept,0
817,sept cent deux deux,1
818,vingt deux,0
819,neuf cent soixante et un,0
820,quatre cent vingt et un,1
821,six cent soixante cinq,0
822,trois cent soixante trois,0
823,mille cinquante et un,1
824,neuf cent trente onze,1
825,trente,0
826,six cent quarante huit,1
827,neuf cent soixante et un,0
828,sept cent trente dix neuf,1
829,neuf cent douze,0
830,sept cent quatre vingts,0
831,quarante neuf treize,1
832,six cent trente,0
833,trois cents,0
834,sept cent quarante sept,0
835,cinq cent cinquante et un,0
836,onze cent vingt neuf,1
837,sept cent trente neuf,0
838,neuf cent vingt quatre,0
839,deux cent trente quatorze,1
840,cinq cent quatre vingt douze,0
841,huit cent trente deux,0
842,neuf cent soixante dix neuf,0
843,sept cent deux trois,1
844,soixante sept quarante,1
845,cent quarante neuf,0
846,deux cent soixante sept,0
847,cinq cents quarante deux,1
848,cinq cent seize cent un,1
849,dix sept quarante quatre,1
850,quatre vingt six trente,1
851,sept cent quarante sept,0
852,trente et un dix sept,1
853,neuf cent vingt cent onze,1
854,soixante quinze cent huit,1
855,deux cent trente quatre,0
856,neuf cent trente huit dix,1
857,vingt cinq cinq cent dix,1
858,deux cent douze,0
859,quatre cent soixante sept,0
860,quatre cent vingt trois,0
861,neuf cent treize,0
862,cent cinquante six,0
863,huit cent quarante,0
864,cent vingt cinq onze,1
865,trois cent dix sept,0
866,cent quatre trois cents,1
867,quatre cent trente,0
868,quatre cent dix sept,0
869,sept cent soixante sept,0
870,cinq cent quatre vingt cinq,0
871,soixante dix mille,1
872,dix neuf six cent douze,1
873,huit cent quatre vingt dix huit,0
874,cent trois cent quinze,1
875,cent quatre,1
876,huit cent un cinq cent un,1
877,quatre cent soixante et un,0
878,neuf cent quatre vingt dix neuf,0
879,cent soixante treize huit,1
880,cent vingt quarante neuf,1
881,deux cent soixante dix sept,0
882,cent quatre vingt dix huit,0
883,sept cent quatre vingt dix neuf,0
884,cinq cent quatre vingt un,0
885,huit cent soixante neuf,0
886,sept cent trente quatre,0
887,huit cinquante huit,1
888,neuf deux,1
889,cinquante cinq six,1
890,cent sept,0
891,huit cent vingt onze,1
892,six cent un,0
893,trois cent onze,0
894,quarante huit trente sept,1
895,vingt sept cinq,1
896,six cent vingt huit,0
897,trente sept sept cent un,1
898,six cent huit deux cents,1
899,deux cent seize deux,1
900,vingt neuf cinquante huit,1
901,trente six cent douze,1
902,cent seize,0
903,neuf huit cent vingt cinq,1
904,cinquante trois cent un,1
905,trente sept cent dix,1
906,deux cinq,1
907,huit cent cinquante huit,0
908,cent quatre vingt dix,0
909,huit cent huit cent seize,1
910,huit cent soixante deux,0
911,seize quatre cent vingt,1
912,vingt sept cinq cent onze,1
913,trente quatre trente sept,1
914,sept cent vingt sept,1
915,cent vingt huit,0
916,cinq cent cinquante et un,0
917,dix huit neuf cent treize,1
918,sept cent six dix huit,1
919,dix trois cent quatre,1
920,cent vingt huit,0
921,cinq cent soixante treize,0
922,quatre cent cinquante trois,0
923,trois cent quatre vingt deux,0
924,cinq cent quarante quatre,0
925,six cent quarante,0
926,neuf cent deux cent huit,1
927,quatre vingt quinze,0
928,sept cent treize treize,1
929,vingt deux six cents,1
930,dix neuf cinq cent quinze,1
931,neuf cent quatorze,0
932,huit cent quatre vingt dix sept,0
933,trois cent un,0
934,cinq cent seize trois,1
935,cent cinquante quinze,1
936,vingt huit quarante,1
937,cinq cent treize un,1
938,neuf cent trente deux,0
939,huit cent trente neuf,0
940,deux cent quatre,0
941,cinq cent soixante et un,0
942,neuf cent cinquante cinq,0
943,neuf cent quatre vingt quatorze,0
944,huit cent vingt et un,1
945,deux cent quatre vingt huit,0
946,quatorze trois cent neuf,1
947,soixante douze mille,1
948,sept cent quatre vingt six,0
949,vingt neuf soixante six,1
950,deux cent trente six cent,1
951,trois cent quatre quatre,1
952,sept cent dix sept,0
953,trente soixante trois,1
954,six cent trente deux,0
955,neuf cent trente sept,0
956,neuf cent soixante quatorze,0
957,cinquante cinq cent,1
958,vingt quatre mille,1
959,huit cent quatre vingt seize,0
960,cent quarante trois cinq,1
961,six cent sept cinq,1
962,six cent trente quatre,1
963,cent six six cent un,1
964,neuf cent quarante sept,0
965,cinq cent quatre vingt douze,0
966,trois cent treize sept,1
967,cinq cent trente quatre,0
968,deux cent trente sept,0
969,neuf cent quatre vingt quatorze,0
970,vingt neuf deux,1
971,six six cent trente neuf,1
972,quarante vingt trois,1
973,deux cent cinq trente six,1
974,cinq cent quatre vingt quinze,0
975,quarante soixante quatre,1
976,six cent quarante huit,0
977,neuf cent cinq vingt sept,1
978,cinq cent cinquante et un,0
979,cinq cent quatre vingts,0
980,seize quatre cent quatre,1
981,quarante sept cent neuf,1
982,neuf cent douze dix huit,1
983,deux cent soixante treize,0
984,neuf cent six,0
985,trois cent trente deux,0
986,seize quatre cent seize,1
987,cent quarante quatre,0
988,quatre cents soixante,1
989,deux soixante sept,1
990,cent quarante trois,0
991,sept cent quarante neuf,1
