,sents,labels
114,one hundred and nineteen two,1
115,eight hundred and two twelve,1
116,one hundred and eighty nine,0
117,thirty eight seventy eight,1
118,seven hundred and eighty six,0
119,four hundred and eleven,0
120,two hundred,0
121,seven hundred and forty six,0
122,thirty seven four hundred,1
123,five hundred and ninety four,0
124,seven hundred and ten,0
125,two hundred and fifty eight,1
126,eighty seven five hundred,1
127,six hundred and three twelve,1
128,ninety five ninety two,1
129,forty two,0
130,four hundred and two,0
131,fourteen fifty four,1
132,fifty six forty five,1
133,two hundred and thirty nine,1
134,nine hundred and ninety six,1
135,five hundred and fifty five,0
136,two hundred and twenty five,0
137,forty seven three hundred,1
138,one hundred and ninety nine,0
139,seventy seven hundred and two,1
140,four,0
141,fifty six ninety five,1
142,eight,0
143,one hundred and sixty two ten,1
144,five hundred and forty eight,0
145,fifty nine seventy one,1
146,fifteen ninety seven,1
147,forty two seventy three,1
148,two hundred and fifty two,0
149,sixty one hundred and four,1
150,three hundred and fourteen,0
151,two hundred and ninety eight,0
152,one hundred and sixteen,0
153,two hundred and eighty three,0
154,three twenty one,1
155,nine hundred twenty seven,1
156,two hundred and ninety one two,1
157,one hundred and fifty nine,0
158,ten two hundred and six,1
159,three six hundred and eleven,1
160,five hundred and twelve,0
161,one hundred and forty four,0
162,one hundred,0
163,thirteen two hundred and four,1
164,one hundred and two ninety two,1
165,two hundred and thirty two one,1
166,seven hundred and fifty five,0
167,three hundred fifty four,1
168,four four hundred and one,1
169,sixteen four hundred and five,1
170,fifteen four hundred and two,1
171,seven hundred and sixty six,0
172,two hundred and sixty two,0
173,eighteen seventy two,1
174,four hundred and thirty nine,0
175,seventy seven ninety one,1
176,ninety three six hundred,1
177,four hundred and eleven,0
178,six hundred and sixty nine,0
179,four nine hundred and two,1
180,four hundred and sixty,0
181,eighty three,0
182,six hundred and sixty six five,1
183,seven hundred and eight,0
184,seven hundred and thirty three,0
185,five hundred and one thirteen,1
186,eight hundred and ninety six,0
187,four hundred and nine,0
188,eighty eight hundred and fifty,1
189,six hundred and eighty eight,0
190,eighty four hundred and six,1
191,six hundred and forty nine,0
192,eight hundred and sixty six,0
193,sixty eight hundred and sixty,1
194,nine hundred and forty three,0
195,nine hundred and twenty one,0
196,seventy two twenty six,1
197,eight hundred and sixty one,0
198,nine hundred and seventy three,0
199,ninety nine forty nine,1
200,forty six eighty one,1
201,thirty one eighty nine,1
202,twenty three hundred and five,1
203,seventeen six hundred and five,1
204,eight hundred and thirty five,0
205,fifty one five hundred and ten,1
206,three hundred and forty seven,0
207,fifty four,0
208,ninety eight,0
209,fifty five twenty one,1
210,ten eleven,1
211,nine hundred and twelve eighty,1
212,eighteen sixty four,1
213,fifty eight forty nine,1
214,thirty one,0
215,three hundred and twenty four,0
216,eight hundred and fifty six,0
217,twenty two one hundred and ten,1
218,sixty four hundred,1
219,fifty four forty five,1
220,two hundred and ninety,0
221,six hundred and ninety two,1
222,seventy two,0
223,forty five,0
224,nine hundred and forty two one,1
225,seventy eight thirty six,1
226,eleven forty one,1
227,ninety seven hundred and forty,1
228,three hundred and eighty four,0
229,sixty eight nine,1
230,fifty nine eighty one,1
231,eight hundred and seventeen,0
232,four hundred,0
233,three hundred and forty seven,0
234,six hundred and ninety two,0
235,four hundred and sixty one,0
236,four hundred seventy eight,1
237,three hundred and thirty one,0
238,thirty two sixty nine,1
239,forty six eighty nine,1
240,nine hundred and five five,1
241,fifty one ninety six,1
242,eighty eight forty nine,1
243,one hundred and nine,0
244,seven four hundred and seventy,1
245,eight hundred and ninety nine,0
246,seven hundred and thirty one,0
247,four hundred and twelve,0
248,two hundred and ninety eighty,1
249,eight hundred and fifty,0
250,eighty two hundred and five,1
251,sixty one twenty two,1
252,fifty three twenty five,1
253,seven hundred and seventy six,0
254,nine hundred and eighty eight,0
255,nine hundred and fifteen six,1
256,nine six hundred and three,1
257,six hundred and eighty seven,0
258,thirty two hundred and sixty,1
259,two hundred and thirty one,0
260,twenty seven sixteen,1
261,twenty three sixteen,1
262,nineteen six hundred,1
263,sixty seven hundred and twelve,1
264,nine hundred and fifty five,0
265,two hundred and two eight,1
266,six hundred and eighty four,0
267,sixty one one hundred and six,1
268,fifty one six hundred and four,1
269,forty nine eighty seven,1
270,forty two forty one,1
271,sixty two four hundred,1
272,forty two six hundred and six,1
273,six hundred and seventy nine,0
274,twenty thirty one,1
275,eighty four twenty,1
276,two hundred and eight,0
277,one hundred and eight forty,1
278,forty one one hundred and four,1
279,four hundred and ninety two,0
280,twenty two ninety three,1
281,fifty eight,0
282,ten eight hundred and one,1
283,seven six hundred and thirteen,1
284,six hundred and ninety two,0
285,eleven one hundred and twenty,1
286,seventy forty one,1
287,eighty sixty eight,1
288,ninety six eighteen,1
289,thirty one seventy three,1
290,eight hundred and thirty nine,0
291,one hundred and seventy eight,0
292,seven hundred and fifty nine,0
293,eight hundred and fifty two,0
294,eight hundred and seventy nine,0
295,three hundred and eighty nine,0
296,eighty five,0
297,six hundred and seventy two,0
298,eighty five one thousand,1
299,forty one hundred and one,1
300,six hundred and five eleven,1
301,two hundred and twenty three,0
302,three hundred and ninety six,1
303,two hundred and seven,0
304,six hundred and twenty ninety,1
305,three hundred fifty eight,1
306,twenty eight two hundred,1
307,seven hundred and six sixteen,1
308,twenty two thirty,1
309,three hundred and forty nine,0
310,eight hundred and eighty one,0
311,one hundred and thirty four,0
312,sixty one eighty two,1
313,two hundred and nineteen forty,1
314,nine three hundred and twenty,1
315,six hundred and five eighty,1
316,three hundred and forty three,0
317,six hundred and sixty,0
318,ten four hundred and fourteen,1
319,eight hundred and ninety,0
320,five hundred and fifty nine,0
321,five hundred and ten forty,1
322,eight hundred and ninety eight,0
323,six hundred and eighteen seven,1
324,forty seven,0
325,three hundred and forty three,0
326,sixty nine eighty two,1
327,ten nine hundred and thirteen,1
328,eight hundred and twenty seven,0
329,two hundred and ninety seven,0
330,one hundred and sixty four,0
331,nine hundred and sixty,0
332,one hundred and twenty one,0
333,six hundred and ten nine,1
334,one hundred and two eighty one,1
335,one hundred nine hundred,1
336,sixty twenty two,1
337,nine hundred and fifty one,0
338,two hundred and sixty three,0
339,two hundred and four forty two,1
340,ninety five twenty seven,1
341,six hundred and seventy four,0
342,seven hundred and ninety five,0
343,thirty twenty five,1
344,eight hundred and six,0
345,fifty five sixty six,1
346,three hundred fifty six,1
347,seven ninety nine,1
348,eight hundred,0
349,ninety nine ninety seven,1
350,nine hundred and thirty two,0
351,three hundred and fifty six,0
352,seven hundred and eighty three,0
353,nine hundred and sixteen fifty,1
354,five hundred and thirty six,0
355,one hundred and thirty nine,0
356,fifty four fifty eight,1
357,sixty two,0
358,fifteen thirty eight,1
359,forty two one hundred and five,1
360,sixty two,0
361,two hundred and seventy two,0
362,one hundred and sixty three,0
363,ten one hundred and eleven,1
364,twenty three,0
365,seven hundred and fifty three,0
366,four sixteen,1
367,sixty nine two,1
368,four,0
369,seven ninety two,1
370,seven hundred and five six,1
371,seven hundred and eight,0
372,eight hundred and fifty four,0
373,five hundred and thirty two,0
374,forty five nine,1
375,forty two nine hundred and two,1
376,eight five hundred and ninety,1
377,four hundred and fifty three,0
378,forty thirty three,1
379,eighty six hundred and four,1
380,six hundred and sixty six,0
381,four hundred and fifty two six,1
382,twelve six hundred and eleven,1
383,forty nine forty one,1
384,thirty one ninety,1
385,ten five hundred and six,1
386,four hundred and sixty nine,0
387,six hundred and eighty six,0
388,six hundred and twelve,0
389,four hundred and nine fifty,1
390,eighty one,0
391,fifty one three,1
392,five hundred and thirty,0
393,six hundred and two twenty,1
394,seventeen sixty seven,1
395,ninety one eighty two,1
396,forty five eighty four,1
397,ten thirty four,1
398,sixty two six hundred and four,1
399,forty six nineteen,1
400,ninety six one,1
401,three hundred and thirty seven,0
402,five hundred and fifty two,0
403,thirty four sixty three,1
404,ten four hundred and eighty,1
405,five hundred and seventy nine,0
406,one hundred and nineteen one,1
407,two hundred and two ninety six,1
408,one hundred and fifty four,0
409,six one hundred and forty six,1
410,nine hundred and nine nineteen,1
411,two hundred and twenty five,0
412,eight hundred and ninety eight,0
413,four hundred and fifteen,0
414,forty eight hundred and three,1
415,eight hundred and fifteen ten,1
416,nine hundred and six seventy,1
417,seven hundred and eight three,1
418,two hundred and forty four,0
419,seven hundred and fifty seven,0
420,two hundred and eighty sixty,1
421,eight hundred and thirteen,0
422,nine hundred and twenty nine,0
423,nine hundred and eighty five,0
424,three hundred and seventy four,0
425,ninety four forty six,1
426,twenty nine,0
427,five hundred,0
428,seventy one six hundred,1
429,thirty six ninety two,1
430,ten five hundred and fourteen,1
431,twenty two one hundred and one,1
432,five hundred and sixty seven,0
433,four hundred and forty,0
434,two hundred and twenty nine,0
435,nine hundred and twenty eight,0
436,eight hundred thirty five,1
437,two hundred and ninety eight,0
438,eighty four fifty seven,1
439,five hundred and three,0
440,five hundred and forty one,0
441,forty eight eleven,1
442,sixteen,0
443,six hundred and sixty three,0
444,eight eight hundred and five,1
445,five hundred and thirty four,0
446,seven hundred and fifty nine,0
447,four hundred and ninety four,0
448,one hundred and forty five,0
449,five hundred and eighty six,0
450,nine hundred and sixty eight,0
451,four hundred and fifty seven,0
452,eight hundred and ninety five,0
453,sixty one eleven,1
454,one hundred and eighty one,0
455,thirty seven sixty four,1
456,one hundred and sixteen four,1
457,sixty four forty one,1
458,fifteen,0
459,seventy five two,1
460,one hundred sixty three,1
461,ninety five,1
462,twenty nine thirty four,1
463,six hundred and eighty one,0
464,fifteen,0
465,nine hundred and two sixteen,1
466,ninety seventy one,1
467,seventy one ninety nine,1
468,nine hundred and twenty two,0
469,forty two one,1
470,six hundred and three six,1
471,two hundred and eighty eight,0
472,fifteen four hundred and fifty,1
473,four hundred and fifty six,0
474,eight hundred and ninety six,0
475,four hundred and sixty two,0
476,thirty one one hundred and two,1
477,fifty one sixteen,1
478,five hundred and twenty ninety,1
479,eight hundred and eighty six,0
480,thirty four sixty three,1
481,seven three hundred and five,1
482,six hundred and forty one four,1
483,seventy five forty,1
484,four hundred and sixty three,0
485,one hundred and two seven,1
486,seven hundred and five,0
487,eight hundred and ninety two,0
488,three hundred and ninety nine,0
489,one hundred and forty one,0
490,four hundred and sixty seventy,1
491,ninety one twenty three,1
492,five hundred and forty eighty,1
493,thirty one fifty two,1
494,two hundred and sixty nine,0
495,eighty three,0
496,four hundred and forty four,0
497,four hundred and thirty three,0
498,six seventy five,1
499,eleven eight hundred and eight,1
500,five hundred and forty nine,0
501,seven hundred and two,0
502,three hundred and forty five,0
503,nine hundred and ninety seven,0
504,ten forty one,1
505,ninety five,0
506,forty six,0
507,forty seven,0
508,eighteen five,1
509,nine hundred and seventy seven,0
510,three hundred and thirty four,0
511,one hundred and forty ninety,1
512,four hundred and eleven,0
513,eight hundred and twenty two,0
514,six hundred and thirty nine,0
515,ninety two eighty five,1
516,nine four hundred and thirteen,1
517,seventy seven thirty nine,1
518,six hundred and sixty four,0
519,eighty three fifty five,1
520,nine five hundred and eighteen,1
521,six hundred and fifty eight,0
522,nine hundred and seventy ten,1
523,five hundred and thirty two,0
524,two hundred and sixty six,0
525,fifty five hundred,1
526,eighty seven sixty two,1
527,six hundred and two,0
528,eighty five seventy,1
529,sixty five,0
530,six hundred and three thirteen,1
531,nine hundred and forty three,0
532,five hundred and fifty five,0
533,fifty eight sixty nine,1
534,nine hundred and ninety six,0
535,six hundred and seventy three,0
536,five hundred and thirty fifty,1
537,twenty one hundred and seven,1
538,five hundred and fifty seven,1
539,six hundred and sixty eight,0
540,five hundred and fifty five,0
541,five hundred and sixty eight,0
542,one hundred and four twenty,1
543,seventy nine two hundred,1
544,four hundred and twenty twenty,1
545,four hundred and ninety eight,0
546,twelve three hundred and forty,1
547,seven hundred and thirty seven,0
548,one hundred and fifty four,0
549,four hundred and sixty four,0
550,seven hundred and eighty six,0
551,eight hundred and sixty nine,0
552,eight hundred and forty six,0
553,one hundred and forty one,0
554,fifteen three hundred and six,1
555,three sixteen,1
556,two hundred and fifty three,0
557,nine hundred and ninety,0
558,six hundred and ninety five,0
559,three hundred and three two,1
560,fifty seven forty five,1
561,ninety three eight hundred,1
562,one hundred and twelve,0
563,one hundred and fifty six nine,1
564,four hundred and forty seven,0
565,four hundred and thirty nine,0
566,four seven,1
567,one hundred and thirteen,0
568,seventy nine five,1
569,five hundred and eighty eight,0
570,three hundred and sixty five,0
571,three hundred and ninety three,0
572,eight hundred and thirty,0
573,two hundred and twenty six,0
574,four hundred and sixty two,0
575,eleven one hundred and eleven,1
576,nine hundred and twenty,0
577,nine hundred and eighty nine,0
578,nine hundred and ninety twenty,1
579,forty one ninety seven,1
580,thirty two hundred and two,1
581,six hundred and thirty one,0
582,one hundred and twenty six,0
583,eighty seven hundred and sixty,1
584,five hundred and thirty five,0
585,six hundred and ninety one,0
586,five hundred and ninety,0
587,six hundred and four ninety,1
588,six hundred and nine thirteen,1
589,ninety five eighty two,1
590,twenty eight fifty nine,1
591,eight hundred and sixteen,0
592,seven hundred and forty five,0
593,two hundred and nineteen four,1
594,five hundred and four seventy,1
595,six hundred and four three,1
596,five hundred and five,0
597,nine hundred and ten,0
598,seven hundred and seventy,0
599,two hundred and twenty,0
600,thirty four seventy three,1
601,fourteen two hundred and six,1
602,three hundred and ninety five,0
603,sixty four fifty nine,1
604,four hundred and twenty two,0
605,three,0
606,two hundred and eight sixteen,1
607,six hundred and forty nine,0
608,two hundred and sixty one,0
609,six hundred and eleven,0
610,four hundred and ninety six,0
611,eight hundred and ninety nine,0
612,three hundred,0
613,four hundred and thirty one,0
614,six hundred and thirty nine,0
615,six hundred and ninety four,0
616,one hundred and twenty eight,0
617,three hundred fifty three,1
618,six hundred and seventy three,0
619,two hundred and eighty eight,0
620,five hundred and sixty five,0
621,fifty eight hundred and nine,1
622,seventeen fifty four,1
623,five hundred and sixty two,0
624,three hundred and twenty nine,0
625,two hundred and two thirty six,1
626,two hundred and six,0
627,three seventy four,1
628,two three hundred and seven,1
629,seventy five eleven,1
630,nine hundred and nineteen,0
631,twenty nine thirty,1
632,thirty six forty eight,1
633,two hundred and six fifty four,1
634,four hundred and forty six,0
635,seventy three,0
636,three hundred and six four,1
637,two hundred and seventy,0
638,one hundred and thirteen,0
639,four hundred and five,0
640,three hundred and six,0
641,nine hundred and thirty five,0
642,three hundred and eighty two,0
643,seven hundred,0
644,nine hundred and forty,0
645,six hundred and two thirteen,1
646,five hundred and forty three,0
647,eight hundred and fifty two,0
648,three hundred and fifty six,0
649,two hundred and eighty four,0
650,fifty one sixty three,1
651,sixty four forty four,1
652,thirty one ten,1
653,five hundred and sixty one,0
654,eight hundred and sixty six,0
655,six hundred and thirty one,0
656,seven hundred and six two,1
657,nine hundred and forty,0
658,one hundred and seven,0
659,eighty five hundred and sixty,1
660,sixty four seventy eight,1
661,nine hundred and one,0
662,seven hundred and twenty nine,0
663,four hundred and fifty five,0
664,four sixty seven,1
665,nine hundred and forty four,0
666,nine hundred and seven,0
667,five hundred and four twelve,1
668,eight hundred and seventy three,0
669,three hundred and ninety six,0
670,two hundred and one forty two,1
671,forty two six hundred and five,1
672,ninety three,0
673,ninety ninety,1
674,three hundred and sixty five,0
675,five hundred and eighty five,0
676,fifty six fifty six,1
677,thirty nine one,1
678,eight twenty five,1
679,three hundred and nine,0
680,seventy six seventy four,1
681,nine hundred and ten eighty,1
682,nine hundred and thirty four,0
683,four hundred and sixty four,0
684,one hundred and forty two,0
685,one hundred and eighty eight,0
686,four nine hundred and thirteen,1
687,three hundred and ten two,1
688,three hundred and forty five,0
689,seven hundred and thirty nine,0
690,four hundred and ninety nine,0
691,one hundred and sixty seven,0
692,one hundred and twenty nine,0
693,six hundred and fifty two,0
694,nine hundred and forty one,0
695,seventy eight fifty three,1
696,four hundred and fifty two,0
697,six hundred and ninety six,0
698,twenty eight thirty eight,1
699,seventy four twenty nine,1
700,one hundred and six eighty six,1
701,six hundred and fifty sixteen,1
702,eight hundred and fifty eight,0
703,thirty seventy nine,1
704,ninety five twenty nine,1
705,fifty four hundred and one,1
706,four hundred and twenty,0
707,one hundred and thirty three,0
708,eight hundred fifty eight,1
709,four hundred and sixty three,1
710,ninety ninety one,1
711,two hundred and fifty one,0
712,four hundred and thirty eleven,1
713,nine hundred and ninety seven,0
714,four hundred and six eighty,1
715,forty one fifty two,1
716,five hundred and thirty two,0
717,four hundred and fifty,0
718,two hundred and nineteen,0
719,three hundred and sixty five,0
720,forty nine,0
721,five one hundred and forty two,1
722,eighty five,0
723,five hundred and twelve,0
724,six hundred and seventy four,0
725,eight two hundred and nine,1
726,five hundred and thirty seven,0
727,nine hundred and eighty five,0
728,four two hundred,1
729,two hundred and eleven two,1
730,four,0
731,eight hundred and two,0
732,one hundred and fifty two,0
733,seven hundred and forty four,0
734,five hundred and ten seventy,1
735,nine hundred and nine,0
736,two hundred and nineteen,0
737,three hundred and three,0
738,one hundred and eighty eight,0
739,seven hundred and three eighty,1
740,eight eight hundred and ten,1
741,two hundred and twenty six,1
742,seven hundred and ninety eight,1
743,six hundred and forty nineteen,1
744,six twenty four,1
745,nine hundred and seven,0
746,six seventy six,1
747,two hundred and twenty six,0
748,four hundred and fifty six,0
749,two hundred and eighty five,0
750,two hundred seven hundred,1
751,eight hundred and ninety one,0
752,fourteen eight hundred and six,1
753,five hundred and two sixteen,1
754,two hundred and seven eighty,1
755,five hundred and forty one two,1
756,eight hundred and nineteen,0
757,seven hundred and eighty eight,0
758,sixty thirty six,1
759,two hundred and thirty three,0
760,one hundred and sixty,0
761,seven hundred eighty eight,1
762,five seven hundred and eighty,1
763,one thousand,0
764,two hundred and twenty two,0
765,one hundred and twenty one,0
766,sixty eight forty eight,1
767,one hundred and sixty four,0
768,thirty six thirty two,1
769,eighty six sixty,1
770,five hundred and sixty,0
771,five hundred and ninety seven,0
772,two hundred and thirty three,0
773,two,0
774,eight hundred and thirty one,0
775,one hundred and sixty five,0
776,ninety two eighty eight,1
777,sixty two,0
778,nineteen,0
779,six hundred and thirty four,0
780,ninety two eighty,1
781,four hundred and twenty three,0
782,seventy nine six,1
783,three hundred and seventy nine,0
784,three hundred and seventy,0
785,six hundred and eighty seven,0
786,six hundred and forty four,0
787,three hundred and twenty four,0
788,six hundred and fourteen,0
789,two twelve,1
790,two four hundred and two,1
791,seven four hundred and seventy,1
792,twenty seven eighty five,1
793,six hundred and sixty nine ten,1
794,six hundred and nine six,1
795,two hundred and eighty two ten,1
796,four forty nine,1
797,five,0
798,sixty forty,1
799,one hundred and twenty eight,0
800,forty seven seventy,1
801,six hundred and ninety five,1
802,forty six ninety nine,1
803,five hundred and seven,0
804,eight hundred and twenty nine,0
805,six hundred and ninety eight,0
806,seventy three sixty five,1
807,ninety two ninety seven,1
808,nine hundred and six five,1
809,two hundred and seventy five,0
810,seventy seven eighteen,1
811,one hundred and sixty nine,0
812,sixty five sixty nine,1
813,four hundred and one eighty,1
814,two hundred and five forty six,1
815,sixty six,0
816,eight hundred and seventeen,0
817,sixty three hundred and seven,1
818,eighty four hundred and seven,1
819,four hundred and eighty six,0
820,eleven eleven,1
821,fifty eight nine,1
822,five hundred and fifty eight,0
823,thirty seven,0
824,two hundred and eighty nine,0
825,sixteen fifteen,1
826,six hundred and sixty five,0
827,eighty four ninety six,1
828,seventy six seventy nine,1
829,seven hundred,0
830,six hundred and twenty five,0
831,forty seven hundred and one,1
832,seven hundred and twenty one,0
833,five hundred and two,0
834,six hundred and seventy one,0
835,sixty one seventy four,1
836,six fifty three,1
837,eighty two hundred and thirty,1
838,three hundred and fourteen one,1
839,twenty six twenty three,1
840,three hundred and seventy four,0
841,one hundred and thirty one two,1
842,four hundred and nineteen,0
843,nine hundred and six forty,1
844,twenty seven hundred and ten,1
845,fourteen ninety six,1
846,six hundred and sixty two,0
847,nine hundred and forty twelve,1
848,five hundred and three,0
849,four hundred and seven,0
850,two hundred and seventy four,0
851,five hundred and eighty four,0
852,three hundred and one five,1
853,eight twenty five,1
854,eight hundred and twenty six,0
855,thirty one fourteen,1
856,three hundred and ninety nine,0
857,one hundred and fifteen,0
858,thirty three seventy three,1
859,one hundred and fifty two,0
860,six hundred and ninety three,0
861,seven seven hundred and twenty,1
862,ninety one seven hundred,1
863,nine hundred and twenty twenty,1
864,five hundred and eighty three,0
865,one hundred and sixty three,0
866,one hundred and ninety five,0
867,sixty four thirty five,1
868,eight hundred and ten,0
869,nine hundred and twenty five,0
870,eighteen two hundred and seven,1
871,thirteen four hundred and nine,1
872,seven hundred and sixty five,0
873,six hundred and eighty nine,0
874,twenty eight ninety six,1
875,twenty five thirty six,1
876,sixty four hundred and three,1
877,four hundred and forty five,0
878,three hundred and eighty seven,0
879,six hundred and forty,0
880,nine hundred ninety six,1
881,three hundred and forty six,0
882,four hundred and forty nine,0
883,five hundred and twelve four,1
884,seven hundred and sixty eight,0
885,fifty four thirty one,1
886,one hundred and forty eight,0
887,six hundred twenty six,1
888,four hundred and sixty,0
889,four hundred and one,0
890,three hundred and nine fifty,1
891,ninety seven,0
892,six hundred and fifty one,0
893,eighteen fourteen,1
894,seventy two eighty one,1
895,two hundred and seven four,1
896,six hundred and eighty six,0
897,eight hundred and three four,1
898,five hundred and eighty nine,0
899,four hundred and forty ten,1
900,ninety three seventy seven,1
901,six hundred and forty six,0
902,two hundred and thirty one,0
903,forty one twelve,1
904,five hundred and ninety,0
905,five hundred and sixty nine,0
906,eight ten,1
907,two nine hundred and three,1
908,two hundred and one,0
909,sixty thirty,1
910,six,0
911,nine hundred and one fifty one,1
912,fifty seven ninety four,1
913,nine hundred and twenty one,0
914,seventy four ninety one,1
915,two hundred and sixty,0
916,three hundred and eighty one,0
917,ninety eight,0
918,forty,0
919,thirty two five,1
920,eight hundred and one,0
921,six hundred and ninety four,0
922,ninety three one,1
923,four hundred and twenty three,0
924,five hundred and forty eight,0
925,forty five seventy,1
926,fifty six seventy nine,1
927,seventy four ninety five,1
928,three four hundred and five,1
929,sixty five twelve,1
930,nine hundred and three,0
931,five hundred and three seven,1
932,nine hundred ninety nine,1
933,one hundred ninety eight,1
934,thirty five hundred and forty,1
935,nine hundred and fifty two,0
936,thirty one seven hundred,1
937,one hundred and thirty six,0
938,eight hundred and forty six,0
939,seven hundred and seventy two,0
940,seven hundred and twenty four,1
941,nine hundred and eighty two,0
942,forty one,0
943,six hundred and ten fifty five,1
944,three hundred fourteen,1
945,six hundred and four eighty,1
946,twenty six twenty one,1
947,five hundred and thirty four,0
948,seven hundred and sixty six,0
949,seven hundred and fifty five,0
950,two hundred and ninety six ten,1
951,ten seven hundred and twenty,1
952,eighty three five hundred,1
953,seventy four hundred and two,1
954,forty eight sixty six,1
955,nine hundred and thirty two,0
956,six hundred and thirty nine,0
957,seventy ninety three,1
958,thirty four sixty four,1
959,two hundred and eighty five,0
960,ninety one eighty seven,1
961,one hundred and fifteen four,1
962,four hundred and seventeen,0
963,nine one hundred and forty six,1
964,ninety one nineteen,1
965,seventy,0
966,ninety thirty four,1
967,eighty two,0
968,nine hundred and sixty one,0
969,twenty seven seventy two,1
970,forty four,0
971,fifty seven ninety seven,1
972,one hundred and eighty six,0
973,seven hundred and twenty eight,0
974,nine hundred and sixty one,0
975,two hundred and fifteen,0
976,seven hundred and eighty three,0
977,ten eight hundred and twelve,1
978,four hundred and two,0
979,one hundred and eighty four,0
980,four hundred and twenty three,0
981,six hundred and seven ninety,1
982,forty six thirty,1
983,ninety six two hundred and ten,1
984,four hundred five,1
985,fifty nine eighty one,1
986,one hundred and nineteen,0
987,thirty two fifty five,1
988,six hundred and one twenty,1
989,four hundred and sixty three,0
990,two hundred and twenty one,0
991,fifty nine seventy four,1
992,nine hundred and forty nine,0
993,eight hundred and sixty seven,0
994,twenty two thirty,1
995,eight hundred and fifty eight,0
996,fifty eight thirty five,1
997,forty four sixty five,1
998,three hundred and fifty seven,1
999,twenty four eighty,1
1000,eight,0
1001,four hundred and sixty two,0
1002,five hundred and thirty one,0
1003,seventy four fifty three,1
1004,thirty five thirty four,1
1005,fifty six twenty,1
1006,nine hundred and twenty,0
1007,sixty nine hundred and two,1
1008,six hundred and sixty,0
1009,eight hundred and ninety five,0
1010,nine three hundred and twelve,1
1011,eight hundred sixty six,1
1012,ninety seven,0
1013,twelve one hundred and five,1
1014,nine hundred and forty eight,1
1015,two hundred and eighty seven,0
1016,sixty three eighty two,1
1017,six hundred and ninety seven,0
1018,eighty four eighty one,1
1019,forty seven two hundred,1
1020,eight hundred and fifty eight,0
1021,sixty seven thirty nine,1
1022,eight hundred and eighty four,0
1023,eight hundred and sixty two,0
1024,thirty two twenty four,1
1025,thirty two,0
1026,two hundred and forty one,0
